time,timestamp,container_name,message,pod_name,node_name
13:18,1732367910003154078,currencyservice,conversion request successful,currencyservice-85dcb6b767-4p6r4,ip-192-168-6-79.ap-southeast-2.compute.internal
13:18,1732367910011036844,recommendationservice,"[Recv ListRecommendations] product_ids=['OLJCESPC7Z', '9SIQT8TOJO', 'LS4PSXUNUM', 'L9ECAV7KIM', '2ZYFJ3GM2N']",recommendationservice-fdf57f545-kvcpw,ip-192-168-62-166.ap-southeast-2.compute.internal
13:18,1732367910021993777,adservice,"received ad request (context_words=[decor, home])",adservice-b9bcc6cc9-vdp7x,ip-192-168-83-253.ap-southeast-2.compute.internal
13:18,1732367910025951672,frontend,request complete,frontend-588fbcd66b-ssq9c,ip-192-168-6-79.ap-southeast-2.compute.internal
13:18,1732367910468359342,frontend,request started,frontend-588fbcd66b-ssq9c,ip-192-168-6-79.ap-southeast-2.compute.internal
13:18,1732367910468376189,frontend,serving product page,frontend-588fbcd66b-ssq9c,ip-192-168-6-79.ap-southeast-2.compute.internal
13:18,1732367910471129729,currencyservice,Getting supported currencies...,currencyservice-85dcb6b767-4p6r4,ip-192-168-6-79.ap-southeast-2.compute.internal
13:18,1732367910472922649,cartservice,GetCartAsync called with userId=931a1dee-a1ff-459e-84f4-7a7d7e884cd2,cartservice-68c55747f8-hcwf2,ip-192-168-6-79.ap-southeast-2.compute.internal
13:18,1732367910477642900,currencyservice,conversion request successful,currencyservice-85dcb6b767-4p6r4,ip-192-168-6-79.ap-southeast-2.compute.internal
13:18,1732367910485265652,recommendationservice,"[Recv ListRecommendations] product_ids=['9SIQT8TOJO', 'LS4PSXUNUM', 'L9ECAV7KIM', '1YMWWN1N4O', '66VCHSJNUP']",recommendationservice-fdf57f545-kvcpw,ip-192-168-62-166.ap-southeast-2.compute.internal
13:18,1732367910498589558,adservice,"received ad request (context_words=[decor, home])",adservice-b9bcc6cc9-vdp7x,ip-192-168-83-253.ap-southeast-2.compute.internal
13:18,1732367910501333810,frontend,request complete,frontend-588fbcd66b-ssq9c,ip-192-168-6-79.ap-southeast-2.compute.internal
13:18,1732367910624418694,frontend,request started,frontend-588fbcd66b-ssq9c,ip-192-168-6-79.ap-southeast-2.compute.internal
13:18,1732367910624435916,frontend,serving product page,frontend-588fbcd66b-ssq9c,ip-192-168-6-79.ap-southeast-2.compute.internal
13:18,1732367910624439025,frontend,request started,frontend-588fbcd66b-ssq9c,ip-192-168-6-79.ap-southeast-2.compute.internal
13:18,1732367910624448065,frontend,serving product page,frontend-588fbcd66b-ssq9c,ip-192-168-6-79.ap-southeast-2.compute.internal
13:18,1732367910627309848,currencyservice,Getting supported currencies...,currencyservice-85dcb6b767-4p6r4,ip-192-168-6-79.ap-southeast-2.compute.internal
13:18,1732367910629680924,currencyservice,Getting supported currencies...,currencyservice-85dcb6b767-4p6r4,ip-192-168-6-79.ap-southeast-2.compute.internal
13:18,1732367910631756260,cartservice,GetCartAsync called with userId=e0a6797b-7b87-4f32-b2dd-31c00e8def69,cartservice-68c55747f8-hcwf2,ip-192-168-6-79.ap-southeast-2.compute.internal
13:18,1732367910631772966,cartservice,GetCartAsync called with userId=706f37f6-1c4e-4686-b19d-4ff2d2c889ad,cartservice-68c55747f8-hcwf2,ip-192-168-6-79.ap-southeast-2.compute.internal
13:18,1732367910637156185,currencyservice,conversion request successful,currencyservice-85dcb6b767-4p6r4,ip-192-168-6-79.ap-southeast-2.compute.internal
13:18,1732367910637164871,currencyservice,conversion request successful,currencyservice-85dcb6b767-4p6r4,ip-192-168-6-79.ap-southeast-2.compute.internal
13:18,1732367910644661310,recommendationservice,"[Recv ListRecommendations] product_ids=['0PUK6V6EV0', '66VCHSJNUP', 'OLJCESPC7Z', '6E92ZMYYFZ', '9SIQT8TOJO']",recommendationservice-fdf57f545-kvcpw,ip-192-168-62-166.ap-southeast-2.compute.internal
13:18,1732367910645115827,recommendationservice,"[Recv ListRecommendations] product_ids=['6E92ZMYYFZ', '9SIQT8TOJO', '1YMWWN1N4O', '66VCHSJNUP', '2ZYFJ3GM2N']",recommendationservice-fdf57f545-kvcpw,ip-192-168-62-166.ap-southeast-2.compute.internal
13:18,1732367910658754492,adservice,received ad request (context_words=[accessories]),adservice-b9bcc6cc9-vdp7x,ip-192-168-83-253.ap-southeast-2.compute.internal
13:18,1732367910658774452,adservice,"received ad request (context_words=[decor, home])",adservice-b9bcc6cc9-vdp7x,ip-192-168-83-253.ap-southeast-2.compute.internal
13:18,1732367910662445320,frontend,request complete,frontend-588fbcd66b-ssq9c,ip-192-168-6-79.ap-southeast-2.compute.internal
13:18,1732367910662456132,frontend,request complete,frontend-588fbcd66b-ssq9c,ip-192-168-6-79.ap-southeast-2.compute.internal
13:18,1732367911218849007,frontend,request started,frontend-588fbcd66b-ssq9c,ip-192-168-6-79.ap-southeast-2.compute.internal
13:18,1732367911218864892,frontend,view user cart,frontend-588fbcd66b-ssq9c,ip-192-168-6-79.ap-southeast-2.compute.internal
