time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,cartservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1731907872,1.8014314727843306,0.9459673802805069,0.2239324990862017,3.059510057518578,0.24629317020028169,4.427034208241828,0.04719244027729514,2.20819575929564,0.9975172351493155,0.5370999873681509,0.08417124267157514,87478272,66367488,11227136,42205184,43995136,16052224,33775616,9756672,44249088,3391488,7258112,0,77610.05494852523,3,4,9,3,3,16,3,3,4,4,2,7.133,12.067,0.533,35.933,0.533,6.467,6.267,0.6,65.133,8.733,3.6,0,0,0,0.004045685279187817,0.005379746835443038,0.04196428571428572,0.0030310600945307226,0.003,0.03856466876971609,0.0034000000000000002,0.00038583896396396394,0.006513409961685823,0.0011470588235294112,0.008543689320388351,0.009244725738396624,0.081,0.004655908170155301,0.0046,0.07777777777777778,0.007000000000000004,0.0038638341968911913,0.009302681992337166,0.0042294117647058834
1731907873,1.8014314727843306,0.9459673802805069,0.2239324990862017,3.059510057518578,0.24629317020028169,4.401700329729484,0.04814694774961528,2.1284707535073966,0.9975172351493155,0.5370999873681509,0.08417124267157514,87478272,66367488,11227136,42205184,43995136,16052224,33775616,9940992,44249088,3391488,7258112,0,77610.05494852523,3,4,9,3,3,16,3,3,4,4,2,7.133,12.067,0.533,35.933,0.533,6.467,6.267,0.6,65.133,8.733,3.6,0,0,0,0.004045685279187817,0.005379746835443038,0.04196428571428572,0.0030310600945307226,0.003,0.03856466876971609,0.0034000000000000002,0.00038583896396396394,0.006513409961685823,0.0011470588235294112,0.008543689320388351,0.009244725738396624,0.081,0.004655908170155301,0.0046,0.07777777777777778,0.007000000000000004,0.0038638341968911913,0.009302681992337166,0.0042294117647058834
1731907874,1.8014314727843306,0.9459673802805069,0.2239324990862017,3.059510057518578,0.24629317020028169,4.401700329729484,0.049101455221935424,2.1284707535073966,0.9975172351493155,0.5370999873681509,0.08417124267157514,87478272,66367488,11227136,42205184,43995136,16052224,33775616,9940992,44249088,3391488,7258112,0,77610.05494852523,3,4,9,3,3,16,3,3,4,4,2,6.533,11.933,0.533,35.933,0.533,6.467,6.267,0.6,65.133,8.733,3.6,0,0,0,0.004025125628140703,0.005157563025210085,0.04196428571428572,0.0030310600945307226,0.003,0.03856466876971609,0.0034000000000000002,0.00038583896396396394,0.006513409961685823,0.0011470588235294112,0.00852450980392157,0.009199579831932774,0.081,0.004655908170155301,0.0046,0.07777777777777778,0.007000000000000004,0.0038638341968911913,0.009302681992337166,0.0042294117647058834
1731907875,1.8014314727843306,0.9459673802805069,0.13224162000000209,3.059510057518578,0.24629317020028169,4.401700329729484,0.05727044833920867,2.1284707535073966,0.9975172351493155,0.5370999873681509,0.08417124267157514,87478272,66367488,11227136,42205184,43995136,16052224,33775616,9940992,44249088,3391488,7258112,0,77610.05494852523,3,4,9,3,3,16,3,3,4,4,2,6.533,11.933,0.533,36.067,0.533,6.467,6.267,0.6,65.267,8.733,3.6,0,0,0,0.004025125628140703,0.005095744680851064,0.04083333333333333,0.0030311653116531162,0.003,0.03856466876971609,0.00325,0.0003853521126760563,0.006513409961685823,0.0011470588235294112,0.00852450980392157,0.009189361702127658,0.07625,0.00465609756097561,0.004600000000000001,0.07777777777777778,0.005500000000000003,0.0038611862643080125,0.009302681992337166,0.0042294117647058834
1731907876,1.8014314727843306,0.9459673802805069,0.13224162000000209,3.059510057518578,0.24629317020028169,4.472380744045344,0.05727044833920867,2.1284707535073966,0.9975172351493155,0.5370999873681509,0.08417124267157514,87478272,66367488,11227136,42205184,43995136,16052224,33775616,9940992,44249088,3391488,7258112,0,77610.05494852523,3,4,9,3,3,16,3,3,4,4,2,6.2,11.133,0.533,37.267,0.533,6.467,5.667,0.6,58.733,7.6,3.2,0,0,0,0.0036976744186046516,0.004900414937759337,0.03916666666666667,0.0030308339173090396,0.003,0.03813492063492063,0.00325,0.0003819723979298448,0.00647,0.0011764705882352936,0.008066666666666668,0.0090990990990991,0.0575000000000001,0.004655501051156271,0.004600000000000001,0.07516666666666666,0.005500000000000003,0.0038453653217012,0.009294,0.0042823529411764715
1731907877,1.8014314727843306,0.9459673802805069,0.13224162000000209,3.059510057518578,0.24629317020028169,4.472380744045344,0.05727044833920867,2.1284707535073966,0.9975172351493155,0.5370999873681509,0.08417124267157514,87478272,66367488,11227136,42205184,43995136,16052224,33775616,9940992,44249088,3391488,7258112,0,77610.05494852523,3,4,9,3,3,16,3,3,4,4,2,6.2,11.133,0.533,37.267,0.533,6.467,5.667,0.6,58.733,7.6,3.2,0,0,0,0.0036976744186046516,0.004900414937759337,0.03916666666666667,0.0030308339173090396,0.003,0.03813492063492063,0.00325,0.0003819723979298448,0.00647,0.0011764705882352936,0.008066666666666668,0.0090990990990991,0.0575000000000001,0.004655501051156271,0.004600000000000001,0.07516666666666666,0.005500000000000003,0.0038453653217012,0.009294,0.0042823529411764715
1731907878,1.8014314727843306,0.9459673802805069,0.13224162000000209,3.059510057518578,0.24629317020028169,4.472380744045344,0.05727044833920867,2.1284707535073966,0.8439729630830808,0.5370999873681509,0.08417124267157514,87478272,66367488,11227136,42205184,43995136,16052224,33775616,9940992,44249088,3391488,7258112,0,77610.05494852523,3,4,9,3,3,16,3,3,4,4,2,6.2,11.133,0.533,37.267,0.533,6.467,5.667,0.6,58.067,6.933,3,0,0,0,0.0036976744186046516,0.004900414937759337,0.03916666666666667,0.0030308339173090396,0.003,0.03813492063492063,0.00325,0.00038182863714778615,0.006507936507936508,0.0011470588235294112,0.008066666666666668,0.0090990990990991,0.0575000000000001,0.004655501051156271,0.004600000000000001,0.07516666666666666,0.005500000000000003,0.0038445414847161578,0.009301587301587302,0.004276470588235293
1731907879,1.8014314727843306,0.9459673802805069,0.13224162000000209,3.227041866196587,0.24629317020028169,4.472380744045344,0.05727044833920867,2.132109597671914,0.8614505942721895,0.5370999873681509,0.08417124267157514,87478272,66367488,11227136,42430464,43995136,16052224,33775616,9940992,44249088,3391488,7258112,0,77610.05494852523,3,4,9,3,3,16,3,3,4,4,2,6.2,11.133,0.533,37.267,0.533,6.467,5.667,0.6,58.067,6.933,3,0,0,0,0.0036976744186046516,0.004900414937759337,0.03916666666666667,0.0030308339173090396,0.003,0.03813492063492063,0.00325,0.00038182863714778615,0.006507936507936508,0.0011470588235294112,0.008066666666666668,0.0090990990990991,0.0575000000000001,0.004655501051156271,0.004600000000000001,0.07516666666666666,0.005500000000000003,0.0038445414847161578,0.009301587301587302,0.004276470588235293
1731907880,1.8014314727843306,0.9459673802805069,0.24269513070662363,3.227041866196587,0.24629317020028169,4.472380744045344,0.05727044833920867,2.132109597671914,0.8789282254612985,0.5370999873681509,0.08417124267157514,87478272,66367488,10883072,42430464,43995136,16052224,33775616,9940992,44249088,3391488,7258112,0,77610.05494852523,3,4,9,3,3,16,3,3,4,4,2,6.2,11.133,0.533,37.267,0.533,6,5.667,0.6,58.133,6.933,3,0,0,0,0.0036976744186046516,0.004900414937759337,0.03916666666666667,0.0030308339173090396,0.003,0.03796583850931677,0.00325,0.00038237847222222216,0.006507936507936508,0.0011470588235294112,0.008066666666666668,0.0090990990990991,0.0575000000000001,0.004655501051156271,0.004600000000000001,0.07548387096774192,0.005500000000000003,0.0038477024070021877,0.009301587301587302,0.004276470588235293
1731907881,1.8014314727843306,0.9459673802805069,0.247662504700694,2.689930221558714,0.24629317020028169,4.472380744045344,0.05727044833920867,2.132109597671914,0.8859031784992949,0.5370999873681509,0.08417124267157514,87478272,66367488,10883072,42430464,43995136,16052224,33775616,9940992,44249088,3391488,7258112,0,77610.05494852523,3,4,9,3,3,16,3,3,4,4,2,6.2,11.133,0.533,37.267,0.533,6,5.667,0.6,58.133,6.933,3,0,0,0,0.0036976744186046516,0.004900414937759337,0.03916666666666667,0.0030308339173090396,0.003,0.03796583850931677,0.003235294117647059,0.00038237847222222216,0.006507936507936508,0.0011470588235294112,0.008066666666666668,0.0090990990990991,0.0575000000000001,0.004655501051156271,0.004600000000000001,0.07548387096774192,0.005250000000000002,0.0038477024070021877,0.009301587301587302,0.004276470588235293
1731907882,1.8014314727843306,0.9459673802805069,0.25262987869476433,2.7492006741754667,0.24629317020028169,4.472380744045344,0.05727044833920867,2.132109597671914,1.0479272924592185,0.5370999873681509,0.08417124267157514,87478272,66367488,10883072,42430464,43995136,16052224,33775616,9940992,44249088,3391488,7258112,0,77610.05494852523,3,4,9,3,3,16,3,3,4,4,2,6.2,11.133,0.533,37.267,0.533,6,5.667,0.6,58.133,6.933,3,0,0,0,0.0036976744186046516,0.004900414937759337,0.03916666666666667,0.0030308339173090396,0.003,0.03796583850931677,0.003235294117647059,0.00038237847222222216,0.006507936507936508,0.0011470588235294112,0.008066666666666668,0.0090990990990991,0.0575000000000001,0.004655501051156271,0.004600000000000001,0.07548387096774192,0.005250000000000002,0.0038477024070021877,0.009301587301587302,0.004276470588235293
1731907883,1.8014314727843306,0.9459673802805069,0.2980424396442213,2.80847112679222,0.24629317020028169,4.472380744045344,0.05727044833920867,2.132109597671914,1.0479272924592185,0.5442699827259053,0.08417124267157514,87478272,66367488,10883072,42430464,43995136,16052224,33775616,9940992,44249088,3391488,7258112,0,104392.15019964318,3,4,9,3,3,16,3,3,4,4,2,6.2,11.133,0.533,37.267,0.533,6,5.667,0.6,58.133,6.933,3,0,0,0,0.0036976744186046516,0.004900414937759337,0.03916666666666667,0.0030308339173090396,0.003,0.03796583850931677,0.003235294117647059,0.00038237847222222216,0.006507936507936508,0.0011470588235294112,0.008066666666666668,0.0090990990990991,0.0575000000000001,0.004655501051156271,0.004600000000000001,0.07548387096774192,0.005250000000000002,0.0038477024070021877,0.009301587301587302,0.004276470588235293
1731907884,1.3196992512847732,1.0049429016009659,0.2980424396442213,2.867741579408973,0.24629317020028169,4.472380744045344,0.05727044833920867,2.132109597671914,1.0479272924592185,0.5442699827259053,0.07174780106225806,87478272,66367488,10883072,42430464,43995136,16052224,33775616,9940992,44249088,3391488,7258112,0,104392.15019964318,3,4,9,3,3,16,3,3,4,4,2,6.2,11.133,0.533,37.267,0.533,6,5.667,0.6,58.133,6.933,3,0,0,0,0.0036976744186046516,0.004900414937759337,0.03916666666666667,0.0030308339173090396,0.003,0.03796583850931677,0.003235294117647059,0.0003823784722222222,0.006507936507936508,0.0011470588235294112,0.008066666666666668,0.0090990990990991,0.0575000000000001,0.004655501051156271,0.004600000000000001,0.07548387096774192,0.005250000000000002,0.003847702407002187,0.009301587301587302,0.004276470588235293
1731907885,1.3540302423010808,1.0049429016009659,0.2980424396442213,2.927012032025726,0.2619782175442938,4.472380744045344,0.04893537092175173,2.132109597671914,1.0479272924592185,0.5442699827259053,0.06251982000000211,88301568,66367488,10883072,42430464,43995136,16052224,33775616,9940992,44249088,3391488,7258112,0,104392.15019964318,3,4,9,3,3,16,3,3,4,4,2,6.2,11.133,0.533,37.267,0.533,6,5.667,0.6,58.133,6.933,3,0,0,0,0.0036976744186046516,0.004900414937759337,0.03916666666666667,0.0030308339173090396,0.003,0.03796583850931677,0.0032352941176470584,0.0003823784722222222,0.006507936507936508,0.0011470588235294112,0.008066666666666668,0.0090990990990991,0.0575000000000001,0.004655501051156271,0.004600000000000001,0.07548387096774192,0.005249999999999996,0.003847702407002187,0.009301587301587302,0.004276470588235293
1731907886,1.5963834169924351,1.0049429016009659,0.2980424396442213,2.9862824846424787,0.2619782175442938,4.436099198136085,0.04798086344943158,2.0947675157284262,1.0479272924592185,0.5442699827259053,0.06251982000000211,88301568,66367488,10883072,42430464,43995136,16183296,33775616,9670656,44249088,3391488,7258112,0,104392.15019964318,3,4,9,3,3,16,3,3,4,4,2,6.2,11.133,0.533,36.467,0.533,6,5.667,0.6,58.133,6.933,3,0,0,0,0.0036976744186046516,0.004900414937759337,0.03916666666666667,0.003031039136302294,0.003,0.03796583850931677,0.0032352941176470584,0.0003823784722222222,0.006507936507936508,0.0011470588235294112,0.008066666666666668,0.0090990990990991,0.0575000000000001,0.00465587044534413,0.004600000000000001,0.07548387096774192,0.005249999999999996,0.003847702407002187,0.009301587301587302,0.004276470588235293
1731907887,1.5963834169924351,1.0049429016009659,0.2980424396442213,3.045552937259232,0.2619782175442938,4.436099198136085,0.066453733681463,2.0947675157284262,1.0479272924592185,0.5442699827259053,0.06251982000000211,88301568,66367488,10883072,42430464,43995136,16183296,34353152,9670656,44249088,3391488,7258112,0,104392.15019964318,3,4,9,3,3,16,3,3,4,4,2,6.2,11.133,0.533,36.467,0.533,6,5.667,0.6,58.133,6.933,3,0,0,0,0.0036976744186046516,0.004900414937759337,0.03916666666666667,0.003031039136302294,0.003,0.03796583850931677,0.0032352941176470584,0.0003823784722222222,0.006507936507936508,0.0011470588235294112,0.008066666666666668,0.0090990990990991,0.0575000000000001,0.00465587044534413,0.004600000000000001,0.07548387096774192,0.005249999999999996,0.003847702407002187,0.009301587301587302,0.004276470588235293
1731907888,1.5963834169924351,0.8462666047002635,0.2980424396442213,3.104823389875985,0.2619782175442938,4.436099198136085,0.066453733681463,2.0947675157284262,1.0479272924592185,0.5418508520958001,0.0944463498361618,88301568,66367488,10883072,42430464,43995136,16183296,34353152,9670656,44249088,3522560,7258112,0,69571.78175778963,3,4,9,3,3,16,3,3,4,4,2,6.2,11.133,0.533,36.467,0.533,6,5.667,0.6,58.133,6.933,3,0,0,0,0.0036976744186046516,0.004900414937759337,0.03916666666666667,0.003031039136302294,0.003,0.03796583850931677,0.0032352941176470584,0.0003823784722222222,0.006507936507936508,0.0011470588235294112,0.008066666666666668,0.0090990990990991,0.0575000000000001,0.00465587044534413,0.004600000000000001,0.07548387096774192,0.005249999999999996,0.003847702407002187,0.009301587301587302,0.004276470588235293
1731907889,1.5963834169924351,0.9570860167050709,0.2980424396442213,3.556227157005175,0.2619782175442938,4.436099198136085,0.066453733681463,2.0947675157284262,1.0479272924592185,0.5418508520958001,0.0944463498361618,88301568,66367488,10883072,42430464,43995136,16183296,34353152,9670656,44249088,3522560,7258112,0,69571.78175778963,3,4,9,3,3,16,3,3,4,4,2,6.8,10.933,0.533,36.467,0.533,6,5.667,0.6,58.133,6.933,3,0,0,0,0.003663677130044843,0.004813953488372094,0.03916666666666667,0.003031039136302294,0.003,0.03796583850931677,0.0032352941176470584,0.0003823784722222222,0.006507936507936508,0.0011470588235294112,0.007993243243243244,0.0090704845814978,0.0575000000000001,0.00465587044534413,0.004600000000000001,0.07548387096774192,0.005249999999999996,0.003847702407002187,0.009301587301587302,0.004276470588235293
1731907890,1.5963834169924351,0.9570860167050709,0.2980424396442213,3.556227157005175,0.21828570873743774,4.436099198136085,0.07920552161277898,2.0947675157284262,1.0479272924592185,0.5418508520958001,0.0944463498361618,88301568,66367488,10883072,42430464,43995136,16183296,34353152,9670656,44249088,3522560,7258112,0,69571.78175778963,3,4,9,3,3,16,3,3,4,4,2,6.8,10.8,0.467,36.8,0.4,6,5.667,0.533,58.533,6.933,2.867,0,0,0,0.003663677130044843,0.004830115830115831,0.03897058823529412,0.0030295302013422817,0.003,0.03796583850931677,0.0034705882352941172,0.00038265895953757225,0.006507936507936508,0.0012499999999999998,0.007993243243243244,0.009073913043478262,0.052499999999999956,0.004653154362416106,0.0046,0.07548387096774192,0.0073750000000000005,0.0038492911668484187,0.009301587301587302,0.0042944444444444445
1731907891,1.5963834169924351,0.9570860167050709,0.2980424396442213,3.556227157005175,0.25661715504088484,4.436099198136085,0.07920552161277898,2.0947675157284262,1.0479272924592185,0.5418508520958001,0.0944463498361618,88301568,66367488,10883072,42430464,43995136,16183296,34353152,9670656,44249088,3522560,7258112,0,69571.78175778963,3,4,9,3,3,16,3,3,4,4,2,6.8,11,0.4,33.8,0.4,6,5.533,0.533,62.6,7.6,3.067,0,0,0,0.003585774058577406,0.004886792452830188,0.03875,0.00303063178047224,0.003,0.03795180722891567,0.0034705882352941172,0.0003833986562150056,0.0065325670498084295,0.0012739726027397257,0.007792857142857143,0.009067622950819672,0.04975,0.004655137204850032,0.0046,0.07600000000000003,0.0073750000000000005,0.0038533613445378154,0.009321839080459771,0.004298630136986301
1731907892,1.5963834169924351,0.9570860167050709,0.2980424396442213,3.556227157005175,0.25661715504088484,4.436099198136085,0.07920552161277898,2.0947675157284262,1.0479272924592185,0.5418508520958001,0.0944463498361618,88301568,66367488,10883072,42430464,43995136,16183296,34353152,9670656,44249088,3522560,7258112,0,69571.78175778963,3,4,9,3,3,16,3,3,4,4,2,6.8,11,0.4,33.8,0.4,6,5.533,0.533,62.6,7.6,3.067,0,0,0,0.003585774058577406,0.004886792452830188,0.03875,0.00303063178047224,0.003,0.03795180722891567,0.0034705882352941172,0.0003833986562150056,0.0065325670498084295,0.0012739726027397257,0.007792857142857143,0.009067622950819672,0.04975,0.004655137204850032,0.0046,0.07600000000000003,0.0073750000000000005,0.0038533613445378154,0.009321839080459771,0.004298630136986301
1731907893,1.5963834169924351,0.9570860167050709,0.2980424396442213,3.091546808489832,0.25661715504088484,4.436099198136085,0.07920552161277898,2.0947675157284262,1.0479272924592185,0.5418508520958001,0.0944463498361618,88301568,66367488,10883072,42430464,43995136,16183296,34353152,9670656,44249088,3522560,7258112,0,69571.78175778963,3,4,9,3,3,16,3,3,4,4,2,6.8,11,0.4,33.8,0.4,6,5.533,0.533,63.4,8.4,3.2,0,0,0,0.003585774058577406,0.004886792452830188,0.03875,0.00303063178047224,0.003,0.03795180722891567,0.0034705882352941172,0.000384518477043673,0.006358267716535433,0.0010277777777777776,0.007792857142857143,0.009067622950819672,0.04975,0.004655137204850032,0.0046,0.07600000000000003,0.0073750000000000005,0.0038595833333333347,0.00928740157480315,0.00425
1731907894,1.5963834169924351,0.9570860167050709,0.2980424396442213,3.032276355873079,0.25661715504088484,4.436099198136085,0.07920552161277898,2.0947675157284262,1.0479272924592185,0.5418508520958001,0.0944463498361618,88301568,66367488,10883072,42430464,43995136,16183296,34353152,9670656,44249088,3522560,7258112,0,69571.78175778963,3,4,9,3,3,16,3,3,4,4,2,6.8,11,0.4,33.8,0.4,6,5.533,0.533,63.4,8.4,3.2,0,0,0,0.003585774058577406,0.004886792452830188,0.03875,0.00303063178047224,0.003,0.03795180722891567,0.0034705882352941172,0.000384518477043673,0.006358267716535433,0.0010277777777777776,0.007792857142857143,0.009067622950819672,0.04975,0.004655137204850032,0.0046,0.07600000000000003,0.0073750000000000005,0.0038595833333333347,0.00928740157480315,0.00425
