time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1731912504,0.3052939210388648,0.9367290831565703,0.26227857269311294,2.4576146719067564,0.15467622710005793,2.8469132380989115,0.07667253873268277,2.0658604291619738,1.041756798771486,0.4605225072952695,0.09397271124060687,93229056,51363840,11194368,42131456,43737088,16306176,34111488,9838592,44396544,3420160,7606272,0,3,5,9,3,3,15,3,3,4,4,2,6.733,12.333,0.667,33.133,0.6,5.667,6.4,0.533,67.867,9.667,4.2,0,0,0,0.0023584905660377358,0.004952191235059761,0.04097222222222222,0.0030542215336948103,0.003,0.03706012175994701,0.0033,0.00035930521091811406,0.005959915611814346,0.0004999999999999999,0.004501886792452829,0.009053941908713692,0.077,0.004697598760650658,0.0046,0.06962704092598931,0.006166666666666666,0.003688181818181816,0.009242616033755275,0.004199999999999999
1731912505,0.3052939210388648,0.9367290831565703,0.26227857269311294,2.5088468197744955,0.16155889314643254,2.91425077544019,0.07667253873268277,2.0658604291619738,1.041756798771486,0.5478660527558749,0.09397271124060687,93229056,51363840,11194368,42131456,43737088,16306176,34111488,9838592,44396544,3420160,7606272,0,3,5,9,3,3,15,3,3,4,4,2,6.733,12.333,0.667,33.133,0.6,5.667,6.4,0.533,67.867,9.667,4.2,0,0,0,0.0023584905660377358,0.004952191235059761,0.04097222222222222,0.0030542215336948103,0.003,0.03706012175994701,0.0033000000000000004,0.00035930521091811406,0.005959915611814346,0.0004999999999999999,0.004501886792452829,0.009053941908713692,0.077,0.004697598760650658,0.0046,0.06962704092598931,0.006166666666666669,0.003688181818181816,0.009242616033755275,0.004199999999999999
1731912506,0.3052939210388648,0.9367290831565703,0.26227857269311294,2.560078967642234,0.16155889314643254,2.9815883127814686,0.07667253873268277,2.0971840072681305,1.041756798771486,0.5478660527558749,0.09397271124060687,93229056,51363840,11194368,42131456,43737088,16306176,34111488,9838592,44396544,3420160,7606272,0,3,5,9,3,3,15,3,3,4,4,2,6.733,12.4,0.667,33.133,0.6,5.667,6.4,0.533,67.867,9.667,4.2,0,0,0,0.0023584905660377358,0.004938461538461538,0.04097222222222222,0.0030542215336948103,0.003,0.03706012175994701,0.0033000000000000004,0.00035930521091811406,0.005959915611814346,0.0004999999999999999,0.004501886792452829,0.009064777327935222,0.077,0.004697598760650658,0.0046,0.06962704092598931,0.006166666666666669,0.003688181818181816,0.009242616033755275,0.004199999999999999
1731912507,0.3052939210388648,0.9367290831565703,0.26227857269311294,2.6113111155099737,0.16155889314643254,3.048925850122747,0.07667253873268277,2.0971840072681305,1.041756798771486,0.4660011678228283,0.09397271124060687,93229056,51363840,11194368,42131456,43737088,16306176,34111488,9838592,44396544,3420160,7606272,0,3,5,9,3,3,15,3,3,4,4,2,6.733,12.4,0.667,33.133,0.6,5.667,6.4,0.533,67.867,9.667,4.2,0,0,0,0.0023584905660377358,0.004938461538461538,0.04097222222222222,0.0030542215336948103,0.003,0.03706012175994701,0.0033000000000000004,0.00035930521091811406,0.005959915611814346,0.0004999999999999999,0.004501886792452829,0.009064777327935222,0.077,0.004697598760650658,0.0046,0.06962704092598931,0.006166666666666669,0.003688181818181816,0.009242616033755275,0.004199999999999999
1731912508,0.3052939210388648,0.9367290831565703,0.3022443731728742,3.073928872064346,0.16155889314643254,3.1162633874640258,0.07667253873268277,2.0971840072681305,1.041756798771486,0.5343660928112051,0.09397271124060687,93229056,51363840,11194368,42131456,43737088,16306176,34111488,9838592,44396544,3551232,7606272,0,3,5,9,3,3,15,3,3,4,4,2,6.733,12.4,0.667,33.133,0.6,5.667,6.4,0.533,67.867,9.667,4.2,0,0,0,0.0023584905660377358,0.004938461538461538,0.04097222222222222,0.0030542215336948103,0.003,0.03706012175994701,0.0033000000000000004,0.00035930521091811406,0.005959915611814346,0.0004999999999999999,0.004501886792452829,0.009064777327935222,0.077,0.004697598760650658,0.0046,0.06962704092598931,0.006166666666666669,0.003688181818181816,0.009242616033755275,0.004199999999999999
1731912509,0.3052939210388648,0.9367290831565703,0.3022443731728742,3.073928872064346,0.16155889314643254,3.183600924805304,0.07667253873268277,2.0971840072681305,1.041756798771486,0.5343660928112051,0.09397271124060687,93229056,51363840,11194368,42131456,43737088,16306176,34111488,9838592,44396544,3551232,7606272,0,3,5,9,3,3,15,3,3,4,4,2,6.533,12.4,0.667,33.133,0.6,5.667,6.4,0.533,67.867,9.667,4.2,0,0,0,0.002295238095238095,0.004938461538461538,0.04097222222222222,0.0030542215336948103,0.003,0.03706012175994701,0.0033000000000000004,0.00035930521091811406,0.005959915611814346,0.0004999999999999999,0.004489523809523809,0.009064777327935222,0.077,0.004697598760650658,0.0046,0.06962704092598931,0.006166666666666669,0.003688181818181816,0.009242616033755275,0.004199999999999999
1731912510,0.31121963190183816,0.9367290831565703,0.3022443731728742,3.073928872064346,0.16155889314643254,3.2509384621465833,0.07667253873268277,2.0971840072681305,1.041756798771486,0.5343660928112051,0.09397271124060687,93229056,51363840,11194368,42131456,43737088,16306176,34111488,9838592,44396544,3551232,7606272,0,3,5,9,3,3,15,3,3,4,4,2,6.533,11.867,0.4,32.133,0.333,5.667,6.4,0.267,67.133,9.667,3.667,0,0,0,0.002295238095238095,0.004938697318007663,0.041666666666666664,0.003055813953488372,0.003,0.03706012175994701,0.0032857142857142855,0.0003591811414392059,0.005959915611814346,0.0010500000000000004,0.004489523809523809,0.009064516129032259,0.08599999999999997,0.00470046511627907,0.0046,0.06962704092598931,0.006000000000000003,0.0036871444823663242,0.009242616033755275,0.004210000000000001
1731912511,0.31121963190183816,0.9367290831565703,0.3022443731728742,3.073928872064346,0.16155889314643254,3.3182759994878617,0.07667253873268277,2.0971840072681305,1.041756798771486,0.5343660928112051,0.09397271124060687,93229056,51363840,11194368,42131456,43737088,16306176,34111488,9838592,44396544,3551232,7606272,0,3,5,9,3,3,15,3,3,4,4,2,6.467,11.267,0.2,32,0.333,5.667,5.667,0.267,64.267,9.2,3.533,0,0,0,0.002286384976525822,0.004816176470588234,0.041666666666666664,0.003060371517027864,0.003,0.03699276240345716,0.0032857142857142855,0.000357666015625,0.005971074380165289,0.0011204819277108435,0.004457276995305165,0.009047717842323652,0.095,0.004708668730650155,0.0046,0.06915406076271363,0.006000000000000003,0.003674233825198637,0.009227272727272726,0.004224096385542169
1731912512,0.31121963190183816,0.9367290831565703,0.3022443731728742,3.073928872064346,0.16155889314643254,3.3856135368291405,0.07667253873268277,2.0971840072681305,1.041756798771486,0.5343660928112051,0.10259410193697065,93229056,51363840,11194368,42131456,43737088,16306176,34111488,9838592,44396544,3551232,7606272,0,3,5,9,3,3,15,3,3,4,4,2,6.467,11.267,0.2,30.667,0.333,5.667,5.667,0.267,64.267,9.2,3.533,0,0,0,0.002286384976525822,0.004816176470588234,0.041666666666666664,0.0030698557327258924,0.003,0.03699276240345716,0.0032857142857142855,0.000357666015625,0.005971074380165289,0.0011204819277108435,0.004457276995305165,0.009047717842323652,0.095,0.004725740318906606,0.0046,0.06915406076271363,0.006000000000000003,0.003674233825198637,0.009227272727272726,0.004224096385542169
1731912513,0.3033407525560746,0.9367290831565703,0.25904885786024795,3.073928872064346,0.16155889314643254,4.040252240476716,0.07667253873268277,2.0971840072681305,1.041756798771486,0.5343660928112051,0.10259410193697065,93229056,51363840,11194368,42131456,43737088,16306176,34111488,9838592,44396544,3551232,7606272,0,3,5,9,3,3,15,3,3,4,4,2,6.467,11.267,0.2,30.667,0.333,5.667,5.667,0.267,63.467,8.4,2.867,0,0,0,0.002286384976525822,0.004816176470588234,0.041666666666666664,0.0030698557327258924,0.003,0.03699276240345716,0.0032857142857142855,0.000358154296875,0.005895833333333334,0.0011190476190476191,0.004457276995305165,0.009047717842323652,0.095,0.004725740318906606,0.0046,0.06915406076271363,0.006000000000000003,0.003678418079096044,0.0092125,0.004223809523809525
