time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1732377173,0.2436360464355791,0.9265822571419944,0.15393871454022484,2.848939737335813,0.13176808834140802,3.9526861888531806,0.08222074555330645,1.8441661809672643,1.1978950879858314,0.5133785322197995,0.0970519916579756,94543872,56815616,11280384,40468480,88743936,16363520,32907264,10317824,44449792,4694016,7061504,0,3,4,9,4,6,15,3,4,4,4,2,6.133,11.667,0.6,37.333,0.667,5.467,5.733,0.667,66.8,8.333,3.733,0,0,0,0.0020362694300518134,0.0034406779661016957,0.03916666666666667,0.0029045194143857422,0.003,0.03546052631578947,0.003428571428571429,0.00037156810982048573,0.007105263157894737,0.00048780487804878054,0.004407253886010363,0.007280898876404498,0.0575000000000001,0.004637937619350733,0.004600000000000001,0.04935526315789474,0.007166666666666671,0.0037804347826086953,0.009473684210526316,0.0041794871794871786
1732377174,0.247517997094233,0.9265822571419944,0.15393871454022484,2.848939737335813,0.13176808834140802,3.9526861888531806,0.08222074555330645,1.8441661809672643,1.1978950879858314,0.5133785322197995,0.0970519916579756,94543872,56815616,11280384,40468480,88743936,16363520,32907264,10317824,44449792,4694016,7061504,0,3,4,9,4,6,15,3,4,4,4,2,6.133,11.667,0.6,37.333,0.4,5.467,5.733,0.667,66.8,8.333,3.733,0,0,0,0.0020362694300518134,0.0034406779661016957,0.03916666666666667,0.0029045194143857422,0.003,0.03546052631578947,0.003428571428571429,0.00037156810982048573,0.007105263157894737,0.00048780487804878054,0.004407253886010363,0.007280898876404498,0.0575000000000001,0.004637937619350733,0.0046,0.04935526315789474,0.007166666666666671,0.0037804347826086953,0.009473684210526316,0.0041794871794871786
1732377175,0.247517997094233,0.9265822571419944,0.15393871454022484,2.848939737335813,0.13176808834140802,3.8182598368276435,0.08222074555330645,1.8441661809672643,1.1573074610053917,0.5133785322197995,0.0970519916579756,94543872,56815616,11280384,40468480,88743936,16363520,32907264,10317824,44449792,4694016,7061504,0,3,4,9,4,6,15,3,4,4,4,2,6.133,11.667,0.6,37.333,0.4,5.467,5.733,0.4,66.8,8.333,3.733,0,0,0,0.0020362694300518134,0.0034406779661016957,0.03916666666666667,0.0029045194143857422,0.003,0.03546052631578947,0.0035,0.00037156810982048573,0.007105263157894737,0.00048780487804878054,0.004407253886010363,0.007280898876404498,0.0575000000000001,0.004637937619350733,0.0046,0.04935526315789474,0.0075,0.0037804347826086953,0.009473684210526316,0.0041794871794871786
1732377176,0.247517997094233,0.9265822571419944,0.15393871454022484,2.66863046570314,0.13176808834140802,3.8182598368276435,0.08222074555330645,1.5332858670107075,1.1573074610053917,0.5133785322197995,0.0970519916579756,94543872,56815616,11280384,40468480,88743936,16363520,32907264,10317824,44449792,4694016,7061504,0,3,4,9,4,6,15,3,4,4,4,2,6.133,11.133,0.333,36.133,0.133,5.467,5.733,0.133,65.867,8.333,3.2,0,0,0,0.0020362694300518134,0.0034292682926829266,0.03846153846153846,0.0029039692701664536,0.003,0.03546052631578947,0.0031818181818181815,0.00037097200211304803,0.007105263157894737,0.0004695121951219512,0.004407253886010363,0.007220930232558142,0.049230769230769224,0.004638156209987197,0.004600000000000001,0.04935526315789474,0.004927272727272728,0.0037763934426229507,0.009473684210526316,0.0041444444444444445
1732377177,0.247517997094233,0.9265822571419944,0.15393871454022484,2.66863046570314,0.11259875966747408,3.8182598368276435,0.08222074555330645,1.5025497639945864,1.1573074610053917,0.3726426002749089,0.0970519916579756,94543872,56815616,11280384,40468480,88743936,16363520,32907264,10317824,44449792,4694016,7061504,0,3,4,9,4,6,15,3,4,4,4,2,6.133,11.133,0.333,36.133,0.133,5.467,5.733,0.133,65.867,8.333,3.2,0,0,0,0.0020362694300518134,0.0034292682926829266,0.03846153846153846,0.0029039692701664536,0.003,0.03546052631578947,0.0031818181818181815,0.00037097200211304803,0.007105263157894737,0.0004695121951219512,0.004407253886010363,0.007220930232558142,0.049230769230769224,0.004638156209987197,0.004600000000000001,0.04935526315789474,0.004927272727272728,0.0037763934426229507,0.009473684210526316,0.0041444444444444445
1732377178,0.247517997094233,0.9265822571419944,0.15393871454022484,2.66863046570314,0.11040262486178395,3.8182598368276435,0.06696674044230858,1.719727318038126,1.1573074610053917,0.38114780073309895,0.0970519916579756,94543872,56815616,11280384,40468480,88743936,16363520,32907264,10502144,44449792,4694016,7061504,0,3,4,9,4,6,15,3,4,4,4,2,6,11.133,0.333,36.133,0.133,5.467,5.733,0.133,65.867,8.333,3.2,0,0,0,0.002026178010471204,0.0034292682926829266,0.03846153846153846,0.0029039692701664536,0.003,0.03546052631578947,0.0031818181818181815,0.00037097200211304803,0.007105263157894737,0.0004695121951219512,0.00440523560209424,0.007220930232558142,0.049230769230769224,0.004638156209987197,0.004600000000000001,0.04935526315789474,0.004927272727272728,0.0037763934426229507,0.009473684210526316,0.0041444444444444445
1732377179,0.247517997094233,0.9265822571419944,0.15393871454022484,2.66863046570314,0.10820649005609381,3.8182598368276435,0.06696674044230858,1.719727318038126,1.1573074610053917,0.389653001191289,0.08419961207380246,94543872,56815616,11280384,40468480,88743936,16363520,32907264,10502144,44449792,4694016,7061504,0,3,4,9,4,6,15,3,4,4,4,2,6,11.133,0.333,36.133,0.133,5.067,5.733,0.133,65.867,8.333,3.2,0,0,0,0.002026178010471204,0.0034292682926829266,0.03846153846153846,0.0029039692701664536,0.003,0.03526666666666667,0.0031818181818181815,0.00037097200211304803,0.007105263157894737,0.0004695121951219512,0.00440523560209424,0.007220930232558142,0.049230769230769224,0.004638156209987197,0.004600000000000001,0.04876,0.004927272727272728,0.0037763934426229507,0.009473684210526316,0.0041444444444444445
1732377180,0.247517997094233,0.768858653179403,0.15393871454022484,2.66863046570314,0.10601035525040366,3.8182598368276435,0.06696674044230858,1.719727318038126,1.1573074610053917,0.398158201649479,0.08258207887950286,94543872,56815616,11280384,40468480,88743936,16363520,32907264,10502144,44449792,4694016,7061504,0,3,4,9,4,6,15,3,4,4,4,2,6,11.133,0.333,36.133,0.133,5.067,5.733,0.133,65.867,8.333,2.867,0,0,0,0.002026178010471204,0.0034292682926829266,0.03846153846153846,0.0029039692701664536,0.003,0.03526666666666667,0.0031818181818181815,0.00037097200211304803,0.007105263157894737,0.001136986301369863,0.00440523560209424,0.007220930232558142,0.049230769230769224,0.004638156209987197,0.004600000000000001,0.04876,0.004927272727272728,0.0037763934426229507,0.009473684210526316,0.004227397260273973
1732377181,0.247517997094233,0.9177291991872158,0.1278734492968773,2.604951111917401,0.13096024911339857,3.8182598368276435,0.04932414888677213,1.719727318038126,1.1573074610053917,0.40666340210766905,0.08096454568520328,94543872,56815616,11280384,40513536,88743936,16363520,32907264,10502144,44449792,4694016,7061504,0,3,4,9,4,6,15,3,4,4,4,2,6,11.133,0.333,36.133,0.133,5.067,5.733,0.133,65.867,8.333,2.867,0,0,0,0.002026178010471204,0.0034292682926829266,0.03846153846153846,0.0029039692701664536,0.003,0.03526666666666667,0.0031818181818181815,0.00037097200211304803,0.007105263157894737,0.001136986301369863,0.00440523560209424,0.007220930232558142,0.049230769230769224,0.004638156209987197,0.004600000000000001,0.04876,0.004927272727272728,0.0037763934426229507,0.009473684210526316,0.004227397260273973
1732377182,0.247517997094233,0.9177291991872158,0.15483077800382689,2.604951111917401,0.13096024911339857,3.8182598368276435,0.04932414888677213,1.719727318038126,1.1573074610053917,0.4151686025658591,0.07934701249090367,94543872,56815616,11280384,40513536,88743936,16363520,32907264,10502144,44449792,4694016,7061504,0,3,4,9,4,6,15,3,4,4,4,2,6,11.133,0.333,36.133,0.133,5.067,5.733,0.133,65.867,8.333,2.867,0,0,0,0.002026178010471204,0.0034292682926829266,0.03846153846153846,0.0029039692701664536,0.003,0.03526666666666667,0.0031818181818181815,0.00037097200211304803,0.007105263157894737,0.001136986301369863,0.00440523560209424,0.007220930232558142,0.049230769230769224,0.004638156209987197,0.004600000000000001,0.04876,0.004927272727272728,0.0037763934426229507,0.009473684210526316,0.004227397260273973
