time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,cartservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1731904784,0.9353146230695494,0.8080931575488807,0.14116094555076095,2.731278479441388,0.16451402964341674,4.33665659351214,0.06462256841736089,2.147752703756892,1.015919337296408,0.5179500596877997,0.08811316073884867,163262464,66310144,10895360,42565632,43925504,16134144,30892032,9400320,43499520,3387392,7155712,0,0,6,4,9,3,3,15,3,3,4,4,2,6.6,11.8,0.4,35.6,0.333,6.4,6.4,0.4,73.133,9,3.933,0,0,0,0.004396449704142011,0.005087336244541485,0.0625,0.003044046799724708,0.003,0.039624776947463775,0.0037500000000000003,0.00038606130711393865,0.007192832764505119,0.0004920634920634921,0.008849137931034484,0.009104803493449781,0.0925,0.004679284239504474,0.0046,0.08126701127049182,0.008166666666666668,0.003877267876200641,0.00950682593856655,0.004240000000000001
1731904785,0.9599554003251884,0.8214568031174211,0.11863871668813704,2.731278479441388,0.1888319643966068,4.33665659351214,0.06462256841736089,2.147752703756892,1.015919337296408,0.4390490005953583,0.08811316073884867,163262464,66310144,10895360,42565632,43925504,16134144,30892032,9400320,43499520,3387392,7155712,0,0,6,4,9,3,3,15,3,3,4,4,2,6.6,11.8,0.4,35.4,0.467,6.4,6.4,0.4,72.933,9,3.933,0,0,0,0.004396449704142011,0.0051293103448275855,0.060714285714285714,0.0030437756497948016,0.003,0.03962364470108696,0.0033636363636363634,0.0003864030023094688,0.007192832764505119,0.0010624999999999999,0.008849137931034484,0.009129310344827585,0.09214285714285714,0.004678796169630642,0.0046,0.08126598668032789,0.0067500000000000025,0.0038790648246546226,0.00950682593856655,0.004262499999999999
1731904786,0.9845961775808277,0.8214568031174211,0.11628603426229102,2.731278479441388,0.19283520724603054,4.33665659351214,0.06462256841736089,2.2263856805161164,1.015919337296408,0.526098788861125,0.08811316073884867,163262464,66310144,10895360,42565632,43925504,16134144,30892032,9400320,43499520,3387392,7155712,0,0,6,4,9,3,3,15,3,3,4,4,2,4.933,10.4,0.4,30.133,0.467,6.4,4.933,0.4,66.333,8.067,3.6,0,0,0,0.003967032967032966,0.005193133047210301,0.061111111111111116,0.0030483985765124557,0.003,0.0393611635078219,0.0033636363636363634,0.00038572234762979677,0.007208333333333333,0.001253521126760563,0.008505747126436782,0.009193133047210299,0.09222222222222223,0.004687117437722421,0.0046,0.08033784357923499,0.0067500000000000025,0.003875156576200417,0.009521666666666666,0.004295774647887324
1731904787,1.0092369548364668,0.8214568031174211,0.11393335183644501,2.731278479441388,0.24019457096542607,4.33665659351214,0.06462256841736089,2.2263856805161164,1.015919337296408,0.526098788861125,0.08731941811301806,163262464,66310144,10895360,42565632,43925504,16134144,30892032,9400320,43499520,3387392,7163904,0,0,6,4,9,3,3,15,3,3,4,4,2,4.933,10.4,0.4,30.133,0.467,6.4,4.933,0.4,66.333,8.067,3.6,0,0,0,0.003967032967032966,0.005193133047210301,0.061111111111111116,0.0030483985765124557,0.003,0.03936041140192539,0.0033636363636363634,0.00038572234762979677,0.007208333333333333,0.001253521126760563,0.008505747126436782,0.009193133047210299,0.09222222222222223,0.004687117437722421,0.0046,0.08033716051912569,0.0067500000000000025,0.003875156576200417,0.009521666666666666,0.004295774647887324
1731904788,0.7865336100000005,0.8214568031174211,0.17719445003142822,2.731278479441388,0.24019457096542607,4.33665659351214,0.06462256841736089,2.2263856805161164,1.015919337296408,0.526098788861125,0.08731941811301806,163262464,66310144,10964992,42565632,43925504,16134144,30892032,9400320,43499520,3387392,7163904,0,0,6,4,9,3,3,15,3,3,4,4,2,4.933,10.4,0.4,30.133,0.467,6.4,4.933,0.4,65.733,7.467,3.467,0,0,0,0.003967032967032966,0.005193133047210301,0.061111111111111116,0.0030483985765124557,0.003,0.03935965929602888,0.0033636363636363634,0.0003879796839729119,0.007139344262295083,0.0010563380281690138,0.008505747126436782,0.009193133047210299,0.09222222222222223,0.004687117437722421,0.0046,0.0803364774590164,0.0067500000000000025,0.0038870636550308005,0.00951967213114754,0.004256338028169013
1731904789,0.7865336100000005,0.8214568031174211,0.17719445003142822,2.731278479441388,0.24019457096542607,4.33665659351214,0.06462256841736087,2.2263856805161164,1.015919337296408,0.526098788861125,0.08731941811301806,163262464,66310144,10964992,42565632,43925504,16134144,30892032,9400320,43499520,3387392,7163904,0,0,6,4,9,3,3,15,3,3,4,4,2,4.933,10.4,0.4,30.133,0.467,6.4,4.933,0.4,65.733,7.467,3.467,0,0,0,0.003967032967032966,0.005193133047210301,0.061111111111111116,0.0030483985765124557,0.003,0.039358907190132374,0.0033636363636363634,0.0003879796839729119,0.007139344262295083,0.0010563380281690138,0.008505747126436782,0.009193133047210299,0.09222222222222223,0.004687117437722421,0.0046,0.0803357943989071,0.0067500000000000025,0.0038870636550308005,0.00951967213114754,0.004256338028169013
1731904790,1.0085177489460224,0.8214568031174211,0.17719445003142822,2.731278479441388,0.24019457096542607,4.33665659351214,0.06462256841736087,2.2263856805161164,1.015919337296408,0.526098788861125,0.08731941811301806,163778560,66310144,10964992,42565632,43925504,16134144,30892032,9400320,43499520,3387392,7163904,0,0,6,4,9,3,3,15,3,3,4,4,2,4.933,10.4,0.4,30.133,0.467,5.067,4.933,0.4,56.467,7.467,3.467,0,0,0,0.003967032967032966,0.005193133047210301,0.061111111111111116,0.0030483985765124557,0.003,0.03908739696149218,0.0033636363636363634,0.000385180055401662,0.007139344262295083,0.0010563380281690138,0.008505747126436782,0.009193133047210299,0.09222222222222223,0.004687117437722421,0.0046,0.07966567165242167,0.0067500000000000025,0.0038720164609053493,0.00951967213114754,0.004256338028169013
1731904791,1.0310360915034007,0.8214568031174211,0.17719445003142822,2.731278479441388,0.24019457096542607,4.404982138483737,0.06462256841736087,2.226385680516117,1.015919337296408,0.526098788861125,0.08731941811301806,163778560,66310144,10964992,42565632,43925504,16134144,30892032,9400320,43499520,3387392,7163904,0,0,6,4,9,3,3,15,3,3,4,4,2,4.933,10.4,0.4,30.133,0.467,5.067,4.933,0.4,56.467,7.467,3.467,0,0,0,0.003967032967032966,0.005193133047210301,0.061111111111111116,0.0030483985765124557,0.003,0.03908664485559567,0.003307692307692308,0.000385180055401662,0.007139344262295083,0.0010563380281690138,0.008505747126436782,0.009193133047210299,0.09222222222222223,0.004687117437722421,0.0046,0.07966495940170941,0.006250000000000002,0.0038720164609053493,0.00951967213114754,0.004256338028169013
1731904792,1.0535544340607792,0.8214568031174211,0.17719445003142822,2.068783272499956,0.24019457096542607,4.404982138483737,0.06462256841736087,2.226385680516117,1.015919337296408,0.526098788861125,0.08731941811301806,163778560,66310144,10964992,42565632,43925504,16134144,30892032,9400320,43499520,3387392,7163904,0,0,6,4,9,3,3,15,3,3,4,4,2,4.933,10.4,0.4,30.133,0.467,5.067,4.933,0.4,56.467,7.467,3.467,0,0,0,0.003967032967032966,0.005193133047210301,0.061111111111111116,0.0030483985765124557,0.003,0.039085892749699154,0.003307692307692308,0.000385180055401662,0.007139344262295083,0.0010563380281690138,0.008505747126436782,0.009193133047210299,0.09222222222222223,0.004687117437722421,0.0046,0.07966424715099715,0.006250000000000002,0.0038720164609053493,0.00951967213114754,0.004256338028169013
1731904793,1.0760727766181575,0.8353596250532684,0.17719445003142822,2.447406527237451,0.24019457096542607,4.404982138483737,0.06462256841736087,2.226385680516117,1.015919337296408,0.526098788861125,0.08731941811301806,163778560,66310144,10964992,42565632,43925504,16134144,30892032,9400320,43499520,3387392,7163904,0,0,6,4,9,3,3,15,3,3,4,4,2,4.933,10.4,0.4,30.133,0.467,5.067,4.933,0.4,56.467,7.467,3.467,0,0,0,0.003967032967032966,0.005193133047210301,0.061111111111111116,0.0030483985765124557,0.003,0.03908514064380265,0.003307692307692308,0.000385180055401662,0.007139344262295083,0.0010563380281690138,0.008505747126436782,0.009193133047210299,0.09222222222222223,0.004687117437722421,0.0046,0.07966353490028488,0.006250000000000002,0.0038720164609053493,0.00951967213114754,0.004256338028169013
