time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,cartservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1731906328,1.8311945789907778,1.0191979886886007,0.25657558852667645,2.9708914604668646,0.26325268178104516,4.379981303754681,0.07114345411891819,2.202315108140349,0.9864778502583587,0.554398286734368,0.10086413670778857,171057152,66416640,10760192,42225664,43966464,15962112,33505280,9744384,44089344,3518464,7372800,0,0,6,4,9,3,3,16,3,3,4,4,2,6.4,12.333,0.533,35.933,0.533,5.6,5.867,0.467,66.667,8.8,3.533,0,0,0,0.004376623376623376,0.005344129554655871,0.042857142857142864,0.003018931710615281,0.003,0.0391025641025641,0.0038571428571428567,0.00039078645235361654,0.006607142857142857,0.000490506329113924,0.008773584905660377,0.009214574898785428,0.08333333333333333,0.004634077079107506,0.0046,0.08183206106870229,0.008333333333333331,0.003901535312180143,0.009369047619047619,0.00418421052631579
1731906329,1.8311945789907778,1.0191979886886007,0.25657558852667645,2.9708914604668646,0.26325268178104516,4.379981303754681,0.058245118065184245,2.202315108140349,1.0231690862638902,0.554398286734368,0.10086413670778857,171057152,66416640,10760192,42225664,43966464,15962112,33505280,9744384,44089344,3518464,7372800,0,0,6,4,9,3,3,16,3,3,4,4,2,6.4,11.133,0.533,35.933,0.533,5.6,5.867,0.467,66.667,8.8,3.533,0,0,0,0.004376623376623376,0.0052888446215139445,0.042857142857142864,0.003018931710615281,0.003,0.0391025641025641,0.0038571428571428567,0.00039078645235361654,0.006607142857142857,0.000490506329113924,0.008773584905660377,0.009201195219123505,0.08333333333333333,0.004634077079107506,0.0046,0.08183206106870229,0.008333333333333331,0.003901535312180143,0.009369047619047619,0.00418421052631579
1731906330,1.8311945789907778,1.1356778786160113,0.25657558852667645,2.9708914604668646,0.26908557290772706,4.379981303754681,0.0597724782787752,2.202315108140349,1.0231690862638902,0.554398286734368,0.1005963160559907,171057152,66416640,10760192,42225664,43966464,15962112,33505280,9744384,44089344,3518464,7421952,0,0,6,4,9,3,3,16,3,3,4,4,2,6.4,11,0.467,35.4,0.4,5.6,5.867,0.4,66.2,8.8,3.4,0,0,0,0.004230769230769231,0.005307539682539683,0.042857142857142864,0.00301889338731444,0.003,0.0391025641025641,0.004076923076923077,0.0003907683486238532,0.006607142857142857,0.000490506329113924,0.0086875,0.00920436507936508,0.08333333333333333,0.0046340080971659925,0.0046,0.08183206106870229,0.008571428571428572,0.0039014314928425362,0.009369047619047619,0.00418421052631579
1731906331,1.8311945789907778,1.1356778786160113,0.25657558852667645,2.9708914604668646,0.26908557290772706,4.379981303754681,0.06129983849236616,2.202315108140349,1.0231690862638902,0.5496944072632077,0.1005963160559907,171057152,66416640,10760192,42225664,43966464,15962112,33505280,9744384,44089344,3518464,7421952,0,0,6,4,9,3,3,16,3,3,4,4,2,6.267,10.733,0.4,36.133,0.4,5.6,5.6,0.4,62.867,8.267,3.333,0,0,0,0.003936842105263158,0.0053544061302682,0.0425,0.0030307486631016042,0.003,0.03910714285714286,0.004076923076923077,0.00039443188241944604,0.0066349809885931565,0.0005,0.008432584269662922,0.009224137931034482,0.08250000000000002,0.004655347593582888,0.0046,0.08227272727272728,0.008571428571428572,0.003919056974459725,0.009357414448669202,0.004200000000000001
1731906332,1.8311945789907778,1.1356778786160113,0.25657558852667645,2.999127910429653,0.26908557290772706,4.379981303754681,0.06282719870595711,2.202315108140349,1.0231690862638902,0.5496944072632077,0.1005963160559907,171057152,66416640,10760192,42225664,43966464,15962112,33505280,9744384,44089344,3518464,7421952,0,0,6,4,9,3,3,16,3,3,4,4,2,6.267,10.733,0.4,36.133,0.4,5.6,5.6,0.4,62.867,8.267,3.333,0,0,0,0.003936842105263158,0.0053544061302682,0.0425,0.0030307486631016042,0.003,0.03910714285714286,0.004076923076923077,0.00039443188241944604,0.0066349809885931565,0.0005,0.008432584269662922,0.009224137931034482,0.08250000000000002,0.004655347593582888,0.0046,0.08227272727272728,0.008571428571428572,0.003919056974459725,0.009357414448669202,0.004200000000000001
1731906333,1.8311945789907778,1.1356778786160113,0.25657558852667645,2.999127910429653,0.26908557290772706,4.379981303754681,0.06435455891954807,2.202315108140349,1.0231690862638902,0.5496944072632077,0.1005963160559907,171057152,66416640,10760192,42225664,43966464,15962112,33505280,9744384,44089344,3518464,7421952,0,0,6,4,9,3,3,16,3,3,4,4,2,6.267,10.733,0.4,36.133,0.4,5.6,5.6,0.4,62.8,8.2,3.533,0,0,0,0.003936842105263158,0.0053544061302682,0.0425,0.0030307486631016042,0.003,0.03910714285714286,0.004076923076923077,0.00039556246466930473,0.0064370078740157485,0.0004938271604938272,0.008432584269662922,0.009224137931034482,0.08250000000000002,0.004655347593582888,0.0046,0.08227272727272728,0.008571428571428572,0.003924366471734893,0.009318897637795276,0.004189873417721518
1731906334,1.8311945789907778,1.1356778786160113,0.25657558852667645,2.999127910429653,0.2682337578217148,4.379981303754681,0.06588191913313902,2.162414485331515,1.0231690862638902,0.5496944072632077,0.1005963160559907,171057152,66416640,10760192,42225664,43966464,15962112,33505280,9744384,44089344,3518464,7421952,0,0,6,4,9,3,3,16,3,3,4,4,2,6.267,10.733,0.4,36.133,0.4,5.6,5.6,0.4,62.8,8.2,3.533,0,0,0,0.003936842105263158,0.0053544061302682,0.0425,0.0030307486631016042,0.003,0.03910714285714286,0.004076923076923077,0.00039556246466930473,0.0064370078740157485,0.0004938271604938272,0.008432584269662922,0.009224137931034482,0.08250000000000002,0.004655347593582888,0.0046,0.08227272727272728,0.008571428571428572,0.003924366471734893,0.009318897637795276,0.004189873417721518
1731906335,1.5759413146342882,1.1356778786160113,0.25657558852667645,2.999127910429653,0.2682337578217148,4.279155881096827,0.06740927934672998,2.127690384261047,1.0231690862638902,0.4586288132438357,0.10246016807502999,171057152,66416640,10760192,42225664,43966464,15962112,33505280,9744384,44089344,3518464,7421952,0,0,6,4,9,3,3,16,3,3,4,4,2,6.267,10.733,0.4,36.133,0.4,5.533,5.6,0.4,62.2,8.2,3.533,0,0,0,0.003936842105263158,0.0053544061302682,0.0425,0.0030307486631016042,0.003,0.039304577464788736,0.004076923076923077,0.00039319184123484007,0.0064370078740157485,0.0004938271604938272,0.008432584269662922,0.009224137931034482,0.08250000000000002,0.004655347593582888,0.0046,0.0825,0.008571428571428572,0.003912850241545894,0.009318897637795276,0.004189873417721518
1731906336,1.545421404984442,1.1356778786160113,0.25657558852667645,2.999127910429653,0.2682337578217148,4.279155881096827,0.06893663956032095,2.127690384261047,1.0231690862638902,0.46780689635858125,0.10246016807502999,171057152,66416640,10760192,42225664,43966464,15962112,33505280,9744384,44089344,3518464,7421952,0,0,6,4,9,3,3,16,3,3,4,4,2,6.267,10.733,0.4,36.133,0.4,5.533,5.6,0.4,62.2,8.2,3.533,0,0,0,0.003936842105263158,0.0053544061302682,0.0425,0.0030307486631016042,0.003,0.039304577464788736,0.004,0.00039319184123484007,0.0064370078740157485,0.0004938271604938272,0.008432584269662922,0.009224137931034482,0.08250000000000002,0.004655347593582888,0.0046,0.0825,0.0085,0.003912850241545894,0.009318897637795276,0.004189873417721518
1731906337,1.5149014953345956,1.1356778786160113,0.25657558852667645,2.999127910429653,0.2682337578217148,4.279155881096827,0.07046399977391189,2.127690384261047,1.0231690862638902,0.47698497947332685,0.10246016807502999,171057152,66416640,10760192,42225664,43966464,15962112,33505280,9744384,44089344,3518464,7421952,0,0,6,4,9,3,3,16,3,3,4,4,2,6.267,10.733,0.4,36.133,0.4,5.533,5.6,0.4,62.2,8.2,3.533,0,0,0,0.003936842105263158,0.0053544061302682,0.0425,0.0030307486631016042,0.003,0.039304577464788736,0.004,0.00039319184123484007,0.0064370078740157485,0.0004938271604938272,0.008432584269662922,0.009224137931034482,0.08250000000000002,0.004655347593582888,0.0046,0.0825,0.0085,0.003912850241545894,0.009318897637795276,0.004189873417721518
