time,traceID,spanID,serviceName,methodName,operationName,startTimeMillis,startTime,duration,statusCode,parentSpanID
13:44,9a64adac686299f0b7c0b25a7b5417d6,e6ece33398773a63,frontend,,frontend,1732369454359,1732369454359780,30490,,
13:44,9a64adac686299f0b7c0b25a7b5417d6,9577cdb435a8dc4d,frontend,GetProduct,hipstershop.ProductCatalogService/GetProduct,1732369454359,1732369454359920,2166,0.0,e6ece33398773a63
13:44,9a64adac686299f0b7c0b25a7b5417d6,2e1be204019d23c2,productcatalogservice,GetProduct,hipstershop.ProductCatalogService/GetProduct,1732369454361,1732369454361042,12,0.0,9577cdb435a8dc4d
13:44,9a64adac686299f0b7c0b25a7b5417d6,ac33befd92e5db9d,frontend,GetSupportedCurrencies,hipstershop.CurrencyService/GetSupportedCurrencies,1732369454362,1732369454362096,3418,0.0,e6ece33398773a63
13:44,9a64adac686299f0b7c0b25a7b5417d6,a2bc521085111d3f,currencyservice,GetSupportedCurrencies,grpc.hipstershop.CurrencyService/GetSupportedCurrencies,1732369454363,1732369454363000,122,0.0,ac33befd92e5db9d
13:44,9a64adac686299f0b7c0b25a7b5417d6,279c21a0624c489d,frontend,GetCart,hipstershop.CartService/GetCart,1732369454365,1732369454365530,3952,0.0,e6ece33398773a63
13:44,9a64adac686299f0b7c0b25a7b5417d6,b33ba12988c13b7d,currencyservice,Convert,grpc.hipstershop.CurrencyService/Convert,1732369454369,1732369454369999,116,0.0,aaaab8693c686bd5
13:44,9a64adac686299f0b7c0b25a7b5417d6,aaaab8693c686bd5,frontend,Convert,hipstershop.CurrencyService/Convert,1732369454369,1732369454369498,2119,0.0,e6ece33398773a63
13:44,9a64adac686299f0b7c0b25a7b5417d6,35d62ad2e43d039d,frontend,ListRecommendations,hipstershop.RecommendationService/ListRecommendations,1732369454371,1732369454371625,7010,0.0,e6ece33398773a63
13:44,9a64adac686299f0b7c0b25a7b5417d6,128699a605369c7b,recommendationservice,ListRecommendations,/hipstershop.RecommendationService/ListRecommendations,1732369454373,1732369454373869,3561,0.0,35d62ad2e43d039d
13:44,9a64adac686299f0b7c0b25a7b5417d6,c5e27a3cd4c6641d,recommendationservice,ListProducts,/hipstershop.ProductCatalogService/ListProducts,1732369454373,1732369454373974,3190,0.0,128699a605369c7b
13:44,9a64adac686299f0b7c0b25a7b5417d6,43dab79067f765e9,productcatalogservice,ListProducts,hipstershop.ProductCatalogService/ListProducts,1732369454375,1732369454375740,9,0.0,c5e27a3cd4c6641d
13:44,9a64adac686299f0b7c0b25a7b5417d6,40d4cb56ddc206a2,frontend,GetProduct,hipstershop.ProductCatalogService/GetProduct,1732369454378,1732369454378654,2089,0.0,e6ece33398773a63
13:44,9a64adac686299f0b7c0b25a7b5417d6,2559444c686fe63d,frontend,GetProduct,hipstershop.ProductCatalogService/GetProduct,1732369454380,1732369454380757,1534,0.0,e6ece33398773a63
13:44,9a64adac686299f0b7c0b25a7b5417d6,b728df626b062883,productcatalogservice,GetProduct,hipstershop.ProductCatalogService/GetProduct,1732369454380,1732369454380231,8,0.0,40d4cb56ddc206a2
13:44,9a64adac686299f0b7c0b25a7b5417d6,dd5b730ee9d3a84c,productcatalogservice,GetProduct,hipstershop.ProductCatalogService/GetProduct,1732369454381,1732369454381446,4,0.0,2559444c686fe63d
13:44,9a64adac686299f0b7c0b25a7b5417d6,e449dedbf8150ca9,frontend,GetProduct,hipstershop.ProductCatalogService/GetProduct,1732369454382,1732369454382306,1818,0.0,e6ece33398773a63
13:44,9a64adac686299f0b7c0b25a7b5417d6,827d19008cc6a440,productcatalogservice,GetProduct,hipstershop.ProductCatalogService/GetProduct,1732369454383,1732369454383364,4,0.0,e449dedbf8150ca9
13:44,9a64adac686299f0b7c0b25a7b5417d6,92d4c7608266e06c,frontend,GetProduct,hipstershop.ProductCatalogService/GetProduct,1732369454384,1732369454384149,995,0.0,e6ece33398773a63
