time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,currencyservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1732369454,0.39576750460880794,1.4219778837904593,0.18316313130418888,2.569024819797696,0.19662276442682336,2.934783129657975,0.12448053961882082,1.9117478363832139,1.263533789268374,0.5137601647288648,0.12443052229344181,92717056,96079872,10629120,40124416,44056576,15556608,30642176,10080256,44060672,4567040,6656000,,79246.74319618213,3,9,9,4,3,17,3,4,4,4,2,5.8,11.067,0.467,30.867,0.4,5,5.6,0.4,61.867,8.467,4.067,0,0,0,0.0028818565400843877,0.0035491443444156823,0.0375,0.002963045084996305,0.003,0.03547843665768194,0.003666666666666667,0.0003823111868256672,0.007434017595307919,0.0005,0.004589873417721518,0.007678985160879602,0.0475,0.004609164818920917,0.0046,0.049198113207547176,0.008000000000000002,0.0038595469255663425,0.009592375366568914,0.004199999999999999
1732369455,0.3865636091527892,1.4219778837904593,0.18695568198291024,2.5368628224874823,0.19662276442682336,2.9968439360426675,0.12448053961882082,1.9117478363832139,1.263533789268374,0.5175612484937384,0.12443052229344181,92717056,96079872,10629120,40124416,44056576,15556608,30642176,10080256,44060672,4567040,6656000,,112663.06910462618,3,9,9,4,3,17,3,4,4,4,2,5.8,11.067,0.467,30.867,0.4,5,5.6,0.4,61.867,8.467,3.133,0,0,0,0.0028818565400843877,0.0035459013948666144,0.0375,0.002963045084996305,0.003,0.03547843665768194,0.003666666666666667,0.0003823111868256672,0.007434017595307919,0.0010416920915579905,0.004589873417721518,0.007668167347796682,0.0475,0.004609164818920917,0.0046,0.049198113207547176,0.008000000000000002,0.0038595469255663425,0.009592375366568914,0.004208338418311598
1732369456,0.479071791498876,1.421977883790459,0.19074823266163166,2.5368628224874823,0.18758801321697793,3.058904742427359,0.12448053961882082,1.9117478363832139,1.263533789268374,0.5175612484937384,0.11398953717511758,92717056,96079872,10629120,40124416,44056576,15556608,30642176,10080256,44060672,4567040,6656000,,112663.06910462618,3,9,9,4,3,17,3,4,4,4,2,5.8,11.067,0.467,30.867,0.4,5,5.6,0.4,61.867,8.467,3.133,0,0,0,0.0028818565400843877,0.003542666686011898,0.0375,0.002963045084996305,0.003,0.03547843665768194,0.003666666666666667,0.0003823111868256672,0.007434017595307919,0.0010416920915579905,0.004589873417721518,0.007657248222939421,0.0475,0.004609164818920917,0.0046,0.049198113207547176,0.008000000000000002,0.0038595469255663425,0.009592375366568914,0.004208338418311598
1732369457,0.4677948706138322,1.421977883790459,0.19454078334035305,2.5368628224874823,0.18796728665702284,3.1209655488120513,0.12448053961882082,1.9117478363832139,1.236643613099116,0.5175612484937384,0.11398953717511758,92717056,96079872,10629120,40124416,44056576,15556608,30642176,10080256,44064768,4567040,6656000,,112663.06910462618,3,9,9,4,3,17,3,4,4,4,2,5.8,11.067,0.467,30.867,0.4,5,5.6,0.4,61.867,8.467,3.133,0,0,0,0.0028818565400843877,0.003540533156030721,0.0375,0.002963045084996305,0.003,0.03547843665768194,0.003666666666666667,0.0003823111868256672,0.007434017595307919,0.0010416920915579905,0.004589873417721518,0.0076499747261698685,0.0475,0.004609164818920917,0.0046,0.049198113207547176,0.008000000000000002,0.0038595469255663425,0.009592375366568914,0.004208338418311598
1732369458,0.45651794972878845,1.280280450403866,0.2275530407232834,2.5368628224874823,0.18796728665702284,3.1830263551967435,0.12198329203616774,1.8374575146788121,1.236643613099116,0.5175612484937384,0.11398953717511758,92717056,96309248,10629120,40124416,44056576,15556608,30642176,10080256,44064768,4567040,6656000,,112663.06910462618,3,9,9,4,3,17,3,4,4,4,2,5.8,11.067,0.467,30.867,0.4,5,5.6,0.4,61.867,8.467,3.133,0,0,0,0.0028818565400843877,0.003540533156030721,0.0375,0.002963045084996305,0.003,0.03547843665768194,0.003666666666666667,0.0003823111868256672,0.007434017595307919,0.0010416920915579905,0.004589873417721518,0.0076499747261698685,0.0475,0.004609164818920917,0.0046,0.049198113207547176,0.008000000000000002,0.0038595469255663425,0.009592375366568914,0.004208338418311598
1732369459,0.44524102884374456,1.280280450403866,0.2275530407232834,2.5368628224874823,0.18796728665702284,3.7236483830815277,0.12198329203616774,1.8374575146788121,1.236643613099116,0.5175612484937384,0.11398953717511758,92717056,96309248,10629120,40124416,44056576,15556608,30642176,10080256,44064768,4567040,6656000,,112663.06910462618,3,9,9,4,3,17,3,4,4,4,2,6.067,10.667,0.333,29.733,0.4,5,5.133,0.4,60.667,8.267,2.733,0,0,0,0.002890295358649789,0.0034285682538694852,0.0375,0.0029620924943138745,0.003,0.03547297297297298,0.003666666666666667,0.0003733351831298557,0.007412536443148689,0.0004944577294685989,0.00460506329113924,0.007166649382050272,0.0475,0.00460940106141016,0.0046,0.04898648648648649,0.008000000000000002,0.003804977375565613,0.009552478134110786,0.004190931322902412
1732369460,0.4339641079587006,1.280280450403866,0.2275530407232834,2.5368628224874823,0.18796728665702284,3.7236483830815277,0.12198329203616774,1.8374575146788121,1.236643613099116,0.5175612484937384,0.11398953717511758,92717056,96309248,10629120,40124416,44056576,15556608,30642176,10080256,44064768,4567040,6656000,,112663.06910462618,3,9,9,4,3,17,3,4,4,4,2,6.067,9.667,0.333,29.733,0.4,5,5.133,0.4,60.667,8.267,2.733,0,0,0,0.002890295358649789,0.003384615384615385,0.0375,0.0029620924943138745,0.003,0.03547297297297298,0.003666666666666667,0.0003733351831298557,0.007412536443148689,0.0004944577294685989,0.00460506329113924,0.006899999999999998,0.0475,0.00460940106141016,0.0046,0.04898648648648649,0.008000000000000002,0.003804977375565613,0.009552478134110786,0.004190931322902412
1732369461,0.4226871870736568,1.280280450403866,0.2275530407232834,2.4599705277100545,0.18796728665702284,3.7236483830815277,0.12198329203616774,1.8374575146788121,1.236643613099116,0.5175612484937384,0.1139895371751176,92717056,96309248,10629120,40398848,44056576,15556608,30642176,10080256,44064768,4567040,6656000,,112663.06910462618,3,9,9,4,3,17,3,4,4,4,2,6.067,9.667,0.333,29.467,0.4,5,5.133,0.4,53.733,7.2,2.733,0,0,0,0.002890295358649789,0.003384615384615385,0.0375,0.002959151610369207,0.003,0.03547297297297298,0.003666666666666667,0.0003721352711011738,0.007318181818181818,0.0004944577294685989,0.00460506329113924,0.006899999999999998,0.0475,0.0046094265514532605,0.0046,0.04898648648648649,0.008000000000000002,0.0037940229885057475,0.009512121212121211,0.004190931322902412
1732369462,0.5399089251679732,1.073684054566326,0.2275530407232834,2.4599705277100545,0.18796728665702284,3.7236483830815286,0.12198329203616774,1.8374575146788121,1.236643613099116,0.5175612484937384,0.1139895371751176,92741632,96309248,10629120,40398848,44056576,15556608,30642176,10080256,44064768,4567040,6656000,,112663.06910462618,3,9,9,4,3,17,3,4,4,4,2,6.067,9.667,0.333,29.467,0.4,5,5.133,0.4,53.733,7.2,2.733,0,0,0,0.002890295358649789,0.003384615384615385,0.0375,0.002959151610369207,0.003,0.03547297297297298,0.003666666666666667,0.0003721352711011738,0.007318181818181818,0.0004944577294685989,0.00460506329113924,0.006899999999999998,0.0475,0.0046094265514532605,0.0046,0.04898648648648649,0.008000000000000002,0.0037940229885057475,0.009512121212121211,0.004190931322902412
1732369463,0.5399089251679732,1.073684054566326,0.2275530407232834,2.4599705277100545,0.18796728665702284,3.7236483830815286,0.12198329203616774,1.8374575146788121,1.236643613099116,0.5175612484937384,0.1139895371751176,92741632,96309248,10629120,40398848,44056576,15556608,30642176,10080256,44064768,4567040,6656000,,112663.06910462618,3,9,9,4,3,17,3,4,4,4,2,6.067,9.667,0.333,29.467,0.4,5,5.133,0.4,53.733,7.2,2.733,0,0,0,0.002890295358649789,0.003384615384615385,0.0375,0.002959151610369207,0.003,0.03547297297297298,0.003666666666666667,0.0003721352711011738,0.007318181818181818,0.0004944577294685989,0.00460506329113924,0.006899999999999998,0.0475,0.0046094265514532605,0.0046,0.04898648648648649,0.008000000000000002,0.0037940229885057475,0.009512121212121211,0.004190931322902412
