time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1732277567,1.283824384715301,0.6479775839520194,0.15541813931087006,2.5146942955271054,0.255976628760956,3.346511855805414,0.09874509486395301,2.1846144664091605,1.3281417426356537,0.40968599346057744,0.11817043814702541,171974656,53829632,10059776,41611264,44056576,15532032,27340800,9773056,43667456,3334144,7143424,0,6,5,9,3,3,15,3,4,4,4,2,5.867,11.267,0.533,32.667,0.467,5.6,5.467,0.533,57.933,7.6,3.267,0,0,0,0.004026455026455027,0.0032727272727272726,0.0390625,0.002983679525222551,0.003,0.037979094076655055,0.003285714285714286,0.0014870259481037924,0.005586734693877551,0.002149425287356322,0.00852577319587629,0.005833333333333331,0.05500000000000003,0.004653709198813056,0.004600000000000001,0.0775675675675676,0.006,0.004316566866267465,0.009137755102040818,0.004429885057471264
1732277568,1.31074627925082,0.661724902826992,0.15541813931087006,2.5146942955271054,0.255976628760956,3.2662837076710574,0.09874509486395301,2.1846144664091605,1.3281417426356537,0.40702333445147715,0.1105848998135457,171974656,53829632,10059776,41611264,44056576,15679488,27340800,9773056,43667456,3334144,7143424,0,6,5,9,3,3,15,3,4,4,4,2,5.867,11.267,0.533,33.467,0.4,5.6,5.467,0.533,57.933,7.6,3.267,0,0,0,0.004026455026455027,0.0032727272727272726,0.0390625,0.0029756097560975606,0.003,0.037979094076655055,0.003285714285714286,0.0014870259481037924,0.005586734693877551,0.002149425287356322,0.00852577319587629,0.005833333333333331,0.05500000000000003,0.004638737446197991,0.0046,0.0775675675675676,0.006,0.004316566866267465,0.009137755102040818,0.004429885057471264
1732277569,1.615313672131148,0.6754722217019645,0.15541813931087006,2.5146942955271054,0.255976628760956,3.2662837076710574,0.09874509486395301,2.1846144664091605,1.3281417426356537,0.39766120326376286,0.1105848998135457,171974656,53829632,10059776,41611264,44056576,15679488,27340800,9773056,43667456,3334144,7143424,0,6,5,9,3,3,15,3,4,4,4,2,5.867,11.267,0.533,33.467,0.4,5.6,5.467,0.533,57.933,7.6,3.267,0,0,0,0.004026455026455027,0.0032727272727272726,0.0390625,0.0029756097560975606,0.003,0.037979094076655055,0.003285714285714286,0.0014870259481037924,0.005586734693877551,0.002149425287356322,0.00852577319587629,0.005833333333333331,0.05500000000000003,0.004638737446197991,0.0046,0.0775675675675676,0.006,0.004316566866267465,0.009137755102040818,0.004429885057471264
1732277570,1.615313672131148,0.6892195405769372,0.15541813931087006,2.5146942955271054,0.255976628760956,3.2662837076710574,0.09874509486395301,2.1846144664091605,1.3281417426356537,0.38829907207604836,0.1105848998135457,171974656,53829632,10059776,41611264,44056576,15679488,27340800,9773056,43667456,3334144,7143424,0,6,5,9,3,3,15,3,4,4,4,2,5.867,11.267,0.533,33.467,0.4,5.6,5.467,0.533,57.933,7.6,3.267,0,0,0,0.004026455026455027,0.0032727272727272726,0.0390625,0.0029756097560975606,0.003,0.037979094076655055,0.003285714285714286,0.0014870259481037924,0.005586734693877551,0.002149425287356322,0.00852577319587629,0.005833333333333331,0.05500000000000003,0.004638737446197991,0.0046,0.0775675675675676,0.006,0.004316566866267465,0.009137755102040818,0.004429885057471264
1732277571,1.615313672131148,0.7029668594519097,0.15541813931087006,2.5146942955271054,0.2172729624922995,3.2662837076710574,0.09874509486395301,2.1846144664091605,1.3281417426356537,0.37893694088833396,0.1105848998135457,171974656,53829632,10059776,41611264,44056576,15679488,27340800,9773056,43667456,3334144,7143424,0,6,5,9,3,3,15,3,4,4,4,2,5.867,11.267,0.533,33.467,0.4,5.6,5.467,0.533,57.933,7.6,3.267,0,0,0,0.004026455026455027,0.0032727272727272726,0.0390625,0.0029756097560975606,0.003,0.037979094076655055,0.003285714285714286,0.0014870259481037924,0.005586734693877551,0.002149425287356322,0.00852577319587629,0.005833333333333331,0.05500000000000003,0.004638737446197991,0.0046,0.0775675675675676,0.006,0.004316566866267465,0.009137755102040818,0.004429885057471264
1732277572,1.615313672131148,0.7167141783268821,0.15541813931087006,2.5146942955271054,0.25498976999830786,3.2662837076710574,0.09874509486395301,2.1846144664091605,1.3281417426356537,0.3695748097006196,0.1105848998135457,171974656,53829632,10059776,41611264,44056576,15679488,27340800,9773056,43667456,3334144,7143424,0,6,5,9,3,3,15,3,4,4,4,2,5.867,9.467,0.533,33.467,0.4,5.6,5.467,0.533,57.933,7.6,2.8,0,0,0,0.004026455026455027,0.003250614250614251,0.0390625,0.0029756097560975606,0.003,0.037979094076655055,0.003285714285714286,0.0014870259481037924,0.005586734693877551,0.002311111111111111,0.00852577319587629,0.005509803921568636,0.05500000000000003,0.004638737446197991,0.0046,0.0775675675675676,0.006,0.004316566866267465,0.009137755102040818,0.0044622222222222225
1732277573,1.615313672131148,0.824839132498354,0.15541813931087003,2.5146942955271054,0.25281212705708456,3.2662837076710574,0.09874509486395301,2.1846144664091605,1.3281417426356537,0.3602126785129052,0.1105848998135457,171974656,53829632,10059776,41611264,44056576,15679488,27340800,9773056,43667456,3334144,7143424,0,6,5,9,3,3,15,3,4,4,4,2,5.867,9.467,0.533,33.467,0.4,4.667,5.467,0.533,57.933,7.6,2.8,0,0,0,0.004026455026455027,0.003250614250614251,0.0390625,0.0029756097560975606,0.003,0.03826164874551972,0.003285714285714286,0.0014870259481037924,0.005586734693877551,0.002311111111111111,0.00852577319587629,0.005509803921568636,0.05500000000000003,0.004638737446197991,0.0046,0.0779816513761468,0.006,0.004316566866267465,0.009137755102040818,0.0044622222222222225
1732277574,1.615313672131148,0.824839132498354,0.15541813931087003,2.5146942955271054,0.25281212705708456,3.2662837076710574,0.0727074657164734,2.1332039152627957,1.3281417426356537,0.5224957075868697,0.1105848998135457,171974656,53829632,10059776,41611264,44056576,15679488,27340800,9789440,43667456,3465216,7143424,0,6,5,9,3,3,15,3,4,4,4,2,6,9.2,0.333,35,0.4,4.667,4.933,0.533,55.267,7.333,2.733,0,0,0,0.00388659793814433,0.0032155388471177947,0.03958333333333334,0.002979942693409742,0.003,0.0385110294117647,0.003285714285714286,0.0014545454545454549,0.005437158469945355,0.002311111111111111,0.008372093023255815,0.004987969924812031,0.06500000000000003,0.004646418338108882,0.0046,0.07820754716981133,0.006,0.004309090909090908,0.009087431693989071,0.0044622222222222225
1732277575,1.615313672131148,0.824839132498354,0.1304059706532418,2.5146942955271054,0.25281212705708456,3.2662837076710574,0.0742045976897558,2.1332039152627957,1.3281417426356537,0.5224957075868697,0.1105848998135457,171974656,53829632,10059776,41611264,44056576,15679488,27340800,9789440,43667456,3465216,7143424,0,6,5,9,3,3,15,3,4,4,4,2,6,9.2,0.333,35,0.4,4.667,4.933,0.533,55.267,7.333,2.733,0,0,0,0.00388659793814433,0.0032155388471177947,0.03958333333333334,0.002979942693409742,0.003,0.0385110294117647,0.003285714285714286,0.0014545454545454549,0.005437158469945355,0.002311111111111111,0.008372093023255815,0.004987969924812031,0.06500000000000003,0.004646418338108882,0.0046,0.07820754716981133,0.006,0.004309090909090908,0.009087431693989071,0.0044622222222222225
1732277576,1.615313672131148,0.824839132498354,0.1304059706532418,2.514694295527106,0.25281212705708456,3.2662837076710574,0.07570172966303822,2.1332039152627957,1.3281417426356537,0.5224957075868697,0.1105848998135457,171974656,53829632,10059776,41611264,44056576,15679488,27340800,9789440,43667456,3465216,7143424,0,6,5,9,3,3,15,3,4,4,4,2,6,9.2,0.333,35,0.4,4.667,4.933,0.533,55.267,7.333,2.733,0,0,0,0.00388659793814433,0.0032155388471177947,0.03958333333333334,0.002979942693409742,0.003,0.0385110294117647,0.003285714285714286,0.0014545454545454549,0.005437158469945355,0.002311111111111111,0.008372093023255815,0.004987969924812031,0.06500000000000003,0.004646418338108882,0.0046,0.07820754716981133,0.006,0.004309090909090908,0.009087431693989071,0.0044622222222222225
