time,traceID,spanID,serviceName,methodName,operationName,startTimeMillis,startTime,duration,statusCode,parentSpanID
05:56,2a24dcb83bf6e48c4a36a66a92a82676,bd22520de7583c81,checkoutservice,ShipOrder,hipstershop.ShippingService/ShipOrder,1731909415000,1731909415000795,2118,0.0,d788e5e419522cce
05:56,2a24dcb83bf6e48c4a36a66a92a82676,b8497dabf12d563a,checkoutservice,EmptyCart,hipstershop.CartService/EmptyCart,1731909415002,1731909415002920,4933,0.0,d788e5e419522cce
05:56,2a24dcb83bf6e48c4a36a66a92a82676,ac1a85581616adcf,checkoutservice,SendOrderConfirmation,hipstershop.EmailService/SendOrderConfirmation,1731909415007,1731909415007861,3018,0.0,d788e5e419522cce
05:56,2a24dcb83bf6e48c4a36a66a92a82676,48091748f7d4cbcc,emailservice,SendOrderConfirmation,/hipstershop.EmailService/SendOrderConfirmation,1731909415009,1731909415009401,139,0.0,ac1a85581616adcf
05:56,2a24dcb83bf6e48c4a36a66a92a82676,9e21c8e491599172,frontend,ListRecommendations,hipstershop.RecommendationService/ListRecommendations,1731909415011,1731909415011706,5928,0.0,66d4b629bc28bb2a
05:56,2a24dcb83bf6e48c4a36a66a92a82676,d35b3eab655a3b67,recommendationservice,ListRecommendations,/hipstershop.RecommendationService/ListRecommendations,1731909415013,1731909415013530,3082,0.0,9e21c8e491599172
05:56,2a24dcb83bf6e48c4a36a66a92a82676,05f7f9dde0d7eade,recommendationservice,ListProducts,/hipstershop.ProductCatalogService/ListProducts,1731909415013,1731909415013616,2750,0.0,d35b3eab655a3b67
05:56,2a24dcb83bf6e48c4a36a66a92a82676,e30c06f3a3b5a6fe,productcatalogservice,ListProducts,hipstershop.ProductCatalogService/ListProducts,1731909415015,1731909415015162,7,0.0,05f7f9dde0d7eade
05:56,2a24dcb83bf6e48c4a36a66a92a82676,e72f38b5981995c9,frontend,GetProduct,hipstershop.ProductCatalogService/GetProduct,1731909415017,1731909415017643,1227,0.0,66d4b629bc28bb2a
05:56,2a24dcb83bf6e48c4a36a66a92a82676,805a736bbf5c85b6,frontend,GetProduct,hipstershop.ProductCatalogService/GetProduct,1731909415018,1731909415018879,882,0.0,66d4b629bc28bb2a
05:56,2a24dcb83bf6e48c4a36a66a92a82676,415626237d19605f,productcatalogservice,GetProduct,hipstershop.ProductCatalogService/GetProduct,1731909415018,1731909415018221,10,0.0,e72f38b5981995c9
05:56,2a24dcb83bf6e48c4a36a66a92a82676,9ecf4d05c2257ef1,frontend,GetProduct,hipstershop.ProductCatalogService/GetProduct,1731909415019,1731909415019768,804,0.0,66d4b629bc28bb2a
05:56,2a24dcb83bf6e48c4a36a66a92a82676,bdd38c2ccfdc48a6,productcatalogservice,GetProduct,hipstershop.ProductCatalogService/GetProduct,1731909415019,1731909415019376,4,0.0,805a736bbf5c85b6
05:56,2a24dcb83bf6e48c4a36a66a92a82676,e3693bba41e5777f,productcatalogservice,GetProduct,hipstershop.ProductCatalogService/GetProduct,1731909415020,1731909415020957,4,0.0,35ee1bdde1e43e74
05:56,2a24dcb83bf6e48c4a36a66a92a82676,056aa2d2a9bb65a1,productcatalogservice,GetProduct,hipstershop.ProductCatalogService/GetProduct,1731909415020,1731909415020220,4,0.0,9ecf4d05c2257ef1
05:56,2a24dcb83bf6e48c4a36a66a92a82676,35ee1bdde1e43e74,frontend,GetProduct,hipstershop.ProductCatalogService/GetProduct,1731909415020,1731909415020579,747,0.0,66d4b629bc28bb2a
05:56,2a24dcb83bf6e48c4a36a66a92a82676,ebb51422216152bf,productcatalogservice,GetProduct,hipstershop.ProductCatalogService/GetProduct,1731909415021,1731909415021799,6,0.0,843c309771f270f6
05:56,2a24dcb83bf6e48c4a36a66a92a82676,843c309771f270f6,frontend,GetProduct,hipstershop.ProductCatalogService/GetProduct,1731909415021,1731909415021331,1284,0.0,66d4b629bc28bb2a
05:56,2a24dcb83bf6e48c4a36a66a92a82676,1e12946d4d2c5758,frontend,GetSupportedCurrencies,hipstershop.CurrencyService/GetSupportedCurrencies,1731909415022,1731909415022628,3784,0.0,66d4b629bc28bb2a
05:56,2a24dcb83bf6e48c4a36a66a92a82676,6f942a9af8ec421c,currencyservice,GetSupportedCurrencies,grpc.hipstershop.CurrencyService/GetSupportedCurrencies,1731909415024,1731909415024000,120,0.0,1e12946d4d2c5758
05:56,5821a033928794e72719cc0a92bbe2df,306479eed2cef6ac,frontend,,frontend,1731909415205,1731909415205401,33559,,
05:56,5821a033928794e72719cc0a92bbe2df,0097eb65424cb91f,frontend,GetProduct,hipstershop.ProductCatalogService/GetProduct,1731909415205,1731909415205472,1607,0.0,306479eed2cef6ac
05:56,5821a033928794e72719cc0a92bbe2df,a4ed64cf062d9b3d,productcatalogservice,GetProduct,hipstershop.ProductCatalogService/GetProduct,1731909415206,1731909415206464,8,0.0,0097eb65424cb91f
05:56,5821a033928794e72719cc0a92bbe2df,cc5d4be9cf7f3ac2,frontend,GetSupportedCurrencies,hipstershop.CurrencyService/GetSupportedCurrencies,1731909415207,1731909415207089,3933,0.0,306479eed2cef6ac
05:56,5821a033928794e72719cc0a92bbe2df,72bc3bcb9e4d8e28,currencyservice,GetSupportedCurrencies,grpc.hipstershop.CurrencyService/GetSupportedCurrencies,1731909415208,1731909415208000,136,0.0,cc5d4be9cf7f3ac2
05:56,5821a033928794e72719cc0a92bbe2df,bd295c35b15f27e3,frontend,GetCart,hipstershop.CartService/GetCart,1731909415211,1731909415211032,6757,0.0,306479eed2cef6ac
05:56,5821a033928794e72719cc0a92bbe2df,bfea41304321ad39,frontend,Convert,hipstershop.CurrencyService/Convert,1731909415217,1731909415217805,3625,0.0,306479eed2cef6ac
05:56,5821a033928794e72719cc0a92bbe2df,4a62774d044e83a0,currencyservice,Convert,grpc.hipstershop.CurrencyService/Convert,1731909415219,1731909415219000,122,0.0,bfea41304321ad39
05:56,5821a033928794e72719cc0a92bbe2df,42e8f3e112567ec0,frontend,ListRecommendations,hipstershop.RecommendationService/ListRecommendations,1731909415221,1731909415221439,7411,0.0,306479eed2cef6ac
05:56,5821a033928794e72719cc0a92bbe2df,d59d337bfc9e06e3,recommendationservice,ListProducts,/hipstershop.ProductCatalogService/ListProducts,1731909415223,1731909415223367,3644,0.0,f92f5fe3da043f93
05:56,5821a033928794e72719cc0a92bbe2df,f92f5fe3da043f93,recommendationservice,ListRecommendations,/hipstershop.RecommendationService/ListRecommendations,1731909415223,1731909415223278,4000,0.0,42e8f3e112567ec0
05:56,5821a033928794e72719cc0a92bbe2df,d457ddb95b245297,productcatalogservice,ListProducts,hipstershop.ProductCatalogService/ListProducts,1731909415225,1731909415225807,7,0.0,d59d337bfc9e06e3
05:56,5821a033928794e72719cc0a92bbe2df,183b0cb86fc68408,frontend,GetProduct,hipstershop.ProductCatalogService/GetProduct,1731909415228,1731909415228858,1825,0.0,306479eed2cef6ac
05:56,5821a033928794e72719cc0a92bbe2df,3335b61221d55272,productcatalogservice,GetProduct,hipstershop.ProductCatalogService/GetProduct,1731909415229,1731909415229731,5,0.0,183b0cb86fc68408
05:56,5821a033928794e72719cc0a92bbe2df,7278c13324c141de,frontend,GetProduct,hipstershop.ProductCatalogService/GetProduct,1731909415230,1731909415230690,884,0.0,306479eed2cef6ac
05:56,5821a033928794e72719cc0a92bbe2df,8942fc2c57953297,frontend,GetProduct,hipstershop.ProductCatalogService/GetProduct,1731909415231,1731909415231581,1090,0.0,306479eed2cef6ac
05:56,5821a033928794e72719cc0a92bbe2df,b00d18bd84b517c0,productcatalogservice,GetProduct,hipstershop.ProductCatalogService/GetProduct,1731909415231,1731909415231173,4,0.0,7278c13324c141de
05:56,5821a033928794e72719cc0a92bbe2df,1919ba14c0f7392b,frontend,GetProduct,hipstershop.ProductCatalogService/GetProduct,1731909415232,1731909415232678,1078,0.0,306479eed2cef6ac
05:56,5821a033928794e72719cc0a92bbe2df,f807dd34ce15f47c,productcatalogservice,GetProduct,hipstershop.ProductCatalogService/GetProduct,1731909415232,1731909415232082,4,0.0,8942fc2c57953297
05:56,5821a033928794e72719cc0a92bbe2df,bed5b48ac0453055,frontend,GetProduct,hipstershop.ProductCatalogService/GetProduct,1731909415233,1731909415233763,1267,0.0,306479eed2cef6ac
05:56,5821a033928794e72719cc0a92bbe2df,23764b3660bea13f,productcatalogservice,GetProduct,hipstershop.ProductCatalogService/GetProduct,1731909415233,1731909415233118,5,0.0,1919ba14c0f7392b
