time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1732276023,1.8686035367004479,0.8457739778186101,0.15886046730664705,2.675849885228072,0.2668570768851863,3.1747152136720675,0.08524018963873284,1.7413301298525623,1.168094691812902,0.5146752002640835,0.0865077731274351,162131968,50356224,10100736,41902080,43921408,14594048,25206784,9674752,43171840,3330048,7028736,0,6,5,9,3,3,14,3,4,4,4,2,6.067,9.8,0.2,35.2,0.133,5.267,5.267,0.133,56.4,7.067,2.6,0,0,0,0.0044358974358974365,0.0032180094786729858,0.040625,0.0029839766933721775,0.003133333333333334,0.03868421052631579,0.0044,0.0011895522388059698,0.004720670391061453,0.0017191011235955056,0.008837837837837838,0.004992417061611376,0.075,0.004666715222141297,0.00484,0.07938596491228071,0.008785714285714289,0.004247462686567165,0.008918831168831168,0.004343820224719101
1732276024,1.8686035367004479,0.8457739778186101,0.15886046730664705,2.675849885228072,0.2668570768851863,3.1747152136720675,0.08524018963873284,1.7413301298525623,1.168094691812902,0.5146752002640835,0.0865077731274351,162131968,50356224,10100736,41902080,43921408,14594048,25206784,9674752,43171840,3330048,7028736,0,6,5,9,3,3,14,3,4,4,4,2,6.467,9.8,0.2,35.2,0.133,5.267,5.267,0.133,56.4,7.067,2.6,0,0,0,0.004320987654320987,0.0032180094786729858,0.040625,0.0029839766933721775,0.003133333333333334,0.03868421052631579,0.0044,0.0011895522388059698,0.004720670391061453,0.0017191011235955056,0.008778301886792452,0.004992417061611376,0.075,0.004666715222141297,0.00484,0.07938596491228071,0.008785714285714289,0.004247462686567165,0.008918831168831168,0.004343820224719101
1732276025,1.8686035367004479,0.8457739778186101,0.15886046730664705,2.6141532564782155,0.2668570768851863,3.1747152136720675,0.08524018963873284,1.7413301298525623,1.168094691812902,0.5146752002640835,0.0865077731274351,162131968,50356224,10100736,41902080,43921408,14594048,25206784,9674752,43171840,3330048,7028736,0,6,5,9,3,3,14,3,4,4,4,2,6.467,9.8,0.2,35.2,0.133,5.267,5.267,0.133,56.4,7.067,2.6,0,0,0,0.004320987654320987,0.0032180094786729858,0.040625,0.0029839766933721775,0.003133333333333334,0.03868421052631579,0.0044,0.0011895522388059698,0.004720670391061453,0.0017191011235955056,0.008778301886792452,0.004992417061611376,0.075,0.004666715222141297,0.00484,0.07938596491228071,0.008785714285714289,0.004247462686567165,0.008918831168831168,0.004343820224719101
1732276026,1.8686035367004479,0.8457739778186101,0.06030582575301425,2.6141532564782155,0.2668570768851863,3.1747152136720675,0.08524018963873284,1.7413301298525623,1.168094691812902,0.5146752002640835,0.0865077731274351,162131968,50356224,10100736,41902080,43921408,14594048,25206784,9674752,43171840,3330048,7028736,0,6,5,9,3,3,14,3,4,4,4,2,6.467,9.8,0.2,35.2,0.133,5.267,5.267,0.133,56.4,7.067,2.6,0,0,0,0.004320987654320987,0.0032180094786729858,0.040625,0.0029839766933721775,0.003133333333333334,0.03868421052631579,0.0044,0.0011895522388059698,0.004720670391061453,0.0017191011235955056,0.008778301886792452,0.004992417061611376,0.075,0.004666715222141297,0.00484,0.07938596491228071,0.008785714285714289,0.004247462686567165,0.008918831168831168,0.004343820224719101
1732276027,1.8686035367004479,0.8457739778186101,0.062000618933831325,2.6141532564782155,0.2668570768851863,3.046670324237409,0.08524018963873284,1.7413301298525623,1.168094691812902,0.5146752002640835,0.0865077731274351,162131968,50356224,10100736,41902080,43921408,14594048,25206784,9674752,43171840,3330048,7028736,0,6,5,9,3,3,14,3,4,4,4,2,6.467,9.067,0.2,35.2,0.133,5.267,5.267,0.133,56.4,7.067,2.267,0,0,0,0.004320987654320987,0.003192118226600985,0.040625,0.0029839766933721775,0.003133333333333334,0.03868421052631579,0.0044,0.0011895522388059698,0.004720670391061453,0.0020602409638554213,0.008778301886792452,0.004945812807881772,0.075,0.004666715222141297,0.00484,0.07938596491228071,0.008785714285714289,0.004247462686567165,0.008918831168831168,0.004412048192771085
1732276028,1.8686035367004479,0.8457739778186101,0.06369541211464841,2.6141532564782155,0.2668570768851863,3.046670324237409,0.08524018963873284,1.7413301298525623,1.1773634606197099,0.5146752002640835,0.08939677440096017,162131968,50356224,10100736,41902080,43921408,14594048,25206784,9674752,43180032,3330048,7028736,0,6,5,9,3,3,14,3,4,4,4,2,6.467,9.067,0.2,35.2,0.133,5.467,5.267,0.133,56.4,7.067,2.267,0,0,0,0.004320987654320987,0.003192118226600985,0.040625,0.0029839766933721775,0.003133333333333334,0.03868613138686131,0.0044,0.0011895522388059698,0.004720670391061453,0.0020602409638554213,0.008778301886792452,0.004945812807881772,0.075,0.004666715222141297,0.00484,0.07928571428571428,0.008785714285714289,0.004247462686567165,0.008918831168831168,0.004412048192771085
1732276029,1.8686035367004477,0.8457739778186101,0.06539020529546549,2.6141532564782155,0.2668570768851863,3.046670324237409,0.08524018963873284,1.7413301298525623,0.8798294972183358,0.5146752002640835,0.08939677440096017,162131968,50356224,10100736,41902080,43921408,14594048,25206784,9674752,43180032,3330048,7028736,0,6,5,9,3,3,14,3,4,4,4,2,6.8,9.2,0.133,37.133,0.133,5.467,5.467,0.133,51.667,6.867,2.133,0,0,0,0.004027322404371585,0.0031523341523341524,0.041666666666666664,0.0029759887005649725,0.003133333333333334,0.03872641509433963,0.0044,0.00122452229299363,0.004522222222222222,0.0019315068493150687,0.008526595744680853,0.004874201474201474,0.08000000000000002,0.004649435028248588,0.00484,0.07933035714285716,0.008785714285714289,0.004252547770700638,0.008843065693430656,0.004386301369863015
1732276030,1.8686035367004477,0.8457739778186101,0.06708499847628258,2.6141532564782155,0.2668570768851863,3.046670324237409,0.08524018963873284,1.7413301298525623,0.8986494466060698,0.5146752002640835,0.08939677440096017,162131968,50356224,10100736,41902080,43921408,14594048,25206784,9674752,43180032,3330048,7028736,0,6,5,9,3,3,14,3,4,4,4,2,6.8,9.2,0.133,37.133,0.133,5.467,5.467,0.133,51.667,6.867,2.133,0,0,0,0.004027322404371585,0.0031523341523341524,0.041666666666666664,0.0029759887005649725,0.003133333333333334,0.03872641509433963,0.0044,0.00122452229299363,0.004522222222222222,0.0019315068493150687,0.008526595744680853,0.004874201474201474,0.08000000000000002,0.004649435028248588,0.00484,0.07933035714285716,0.008785714285714289,0.004252547770700638,0.008843065693430656,0.004386301369863015
1732276031,1.8686035367004477,0.8457739778186101,0.06877979165709965,2.6141532564782155,0.2668570768851863,3.046670324237409,0.06809980817221101,1.7413301298525623,0.9174693959938038,0.5146752002640835,0.08939677440096017,162131968,50356224,10100736,41902080,43921408,14594048,25206784,9674752,43180032,3330048,7028736,0,6,5,9,3,3,14,3,4,4,4,2,6.8,9.2,0.133,37.133,0.133,5.467,5.467,0.133,51.667,6.867,2.133,0,0,0,0.004027322404371585,0.0031523341523341524,0.041666666666666664,0.0029759887005649725,0.003133333333333334,0.03872641509433963,0.0044,0.00122452229299363,0.004522222222222222,0.0019315068493150687,0.008526595744680853,0.004874201474201474,0.08000000000000002,0.004649435028248588,0.00484,0.07933035714285716,0.008785714285714289,0.004252547770700638,0.008843065693430656,0.004386301369863015
1732276032,1.8686035367004477,0.8457739778186101,0.07047458483791673,2.6141532564782155,0.2668570768851863,3.046670324237409,0.06691928744320391,1.7413301298525623,0.9362893453815379,0.5146752002640835,0.08939677440096017,162131968,50356224,10100736,41902080,43921408,14594048,25206784,9674752,43180032,3330048,7028736,0,6,5,9,3,3,14,3,4,4,4,2,6.8,9.2,0.133,37.133,0.133,5.467,5.467,0.133,51.667,6.867,2.133,0,0,0,0.004027322404371585,0.0031523341523341524,0.041666666666666664,0.0029759887005649725,0.003133333333333334,0.03872641509433963,0.0044,0.00122452229299363,0.004522222222222222,0.0019315068493150687,0.008526595744680853,0.004874201474201474,0.08000000000000002,0.004649435028248588,0.00484,0.07933035714285716,0.008785714285714289,0.004252547770700638,0.008843065693430656,0.004386301369863015
