time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1732283743,0.3328726733105696,0.8575251976472149,0.19346612910562874,2.653151892937601,0.2041926651480638,3.563027192459059,0.09695692973620343,1.8987804660533882,1.368490279897008,0.5447850170016788,0.1441948932005304,94605312,50692096,10747904,42270720,43700224,16289792,34115584,9986048,44433408,3375104,7245824,0,3,5,9,4,3,18,3,4,4,4,2,6.733,10.133,0.267,33.467,0.2,5.467,5.533,0.133,64.509,8.533,2.533,0,0,0,0.0025156950672645738,0.0032655246252676663,0.044166666666666674,0.002927378358750907,0.0031235674968689443,0.03811919504643963,0.0031999999999999997,0.0011394930074255646,0.004950980392156864,0.00181066133481126,0.004503139013452916,0.005758333333333338,0.085625,0.004627305737109658,0.0048224214943641,0.07640186915887849,0.004959999999999999,0.00423757175032112,0.009048469387755106,0.0043909601664589674
1732283744,0.39577246067531313,0.8575251976472149,0.19346612910562874,2.653151892937601,0.2041926651480638,3.531562009644961,0.09695692973620343,2.2438286624343147,1.368490279897008,0.5359803962183903,0.1441948932005304,94605312,50692096,10747904,42270720,43700224,16031744,34115584,10072064,44433408,3375104,7245824,0,3,5,9,4,3,18,3,4,4,4,2,6.733,10.133,0.267,33.467,0.2,5.467,5.533,0.133,64.443,8.467,2.533,0,0,0,0.0025156950672645738,0.0032655246252676663,0.044166666666666674,0.002927378358750907,0.0031049425486229768,0.03811919504643963,0.0031999999999999997,0.0011394087207243508,0.004893719806763287,0.00181066133481126,0.004503139013452916,0.005758333333333338,0.085625,0.004627305737109658,0.004788896587521358,0.07640186915887849,0.004959999999999999,0.004235615492815356,0.009033678756476687,0.0043909601664589674
1732283745,0.3371668045088967,0.7135681550921886,0.19346612910562874,2.653151892937601,0.2041926651480638,3.531562009644961,0.09255026369243916,2.2438286624343147,1.3579668322353342,0.5359803962183903,0.1441948932005304,94605312,50692096,10747904,42270720,43700224,16031744,34574336,10072064,44429312,3375104,7245824,0,3,5,9,4,3,18,3,4,4,4,2,6.733,10.667,0.533,34.733,0.467,5.467,5.533,0.4,65.443,8.467,3.067,0,0,0,0.0025156950672645738,0.0032666666666666664,0.043333333333333335,0.0029241982507288633,0.0031,0.03811919504643963,0.003210526315789474,0.0011326387590519062,0.004893719806763287,0.0017888393233991206,0.004503139013452916,0.0057750000000000015,0.0842857142857143,0.004622157434402333,0.00478,0.07640186915887849,0.004978947368421053,0.004234289640557986,0.009033678756476687,0.004387124699096607
1732283746,0.33057059683097484,0.6992760684647351,0.19346612910562874,2.254250505834433,0.2041926651480638,3.531562009644961,0.09255026369243916,2.2438286624343147,1.3579668322353342,0.5359803962183903,0.1441948932005304,94605312,50692096,10747904,42270720,43700224,16031744,34574336,10072064,44429312,3375104,7245824,0,3,5,9,4,3,18,3,4,4,4,2,6.733,10.667,0.533,34.733,0.467,5.467,5.533,0.667,65.443,8.467,3.067,0,0,0,0.0025156950672645738,0.0032666666666666664,0.043333333333333335,0.0029241982507288633,0.0031,0.03811919504643963,0.0032352941176470584,0.0011326387590519062,0.004893719806763287,0.0017888393233991206,0.004503139013452916,0.0057750000000000015,0.0842857142857143,0.004622157434402333,0.00478,0.07640186915887849,0.005249999999999996,0.004234289640557986,0.009033678756476687,0.004387124699096607
1732283747,0.32397438915305293,0.900651595901592,0.19346612910562874,2.7686533375303792,0.2041926651480638,3.531562009644961,0.09255026369243916,2.2438286624343147,1.3579668322353342,0.5359803962183903,0.1441948932005304,94605312,50753536,10747904,42647552,43700224,16031744,34574336,10072064,44429312,3375104,7245824,0,3,5,9,4,3,18,3,4,4,4,2,6.733,10.667,0.533,34.733,0.467,5.467,5.533,0.667,65.443,8.467,3.067,0,0,0,0.0025156950672645738,0.0032666666666666664,0.043333333333333335,0.0029241982507288633,0.0031,0.03811919504643963,0.0032352941176470584,0.0011326387590519062,0.004893719806763287,0.0017888393233991206,0.004503139013452916,0.0057750000000000015,0.0842857142857143,0.004622157434402333,0.00478,0.07640186915887849,0.005249999999999996,0.004234289640557986,0.009033678756476687,0.004387124699096607
1732283748,0.3881255904853437,0.900651595901592,0.19346612910562874,2.7686533375303792,0.2041926651480638,3.531562009644961,0.09255026369243916,2.2438286624343147,1.325023519899587,0.42417497991275144,0.1441948932005304,94605312,50753536,10747904,42647552,43700224,16031744,34574336,10072064,44429312,3375104,7245824,0,3,5,9,4,3,18,3,4,4,4,2,6.733,10.667,0.533,34.733,0.467,5.467,5.533,0.667,65.443,8.467,3.067,0,0,0,0.0025156950672645738,0.0032666666666666664,0.043333333333333335,0.0029241982507288633,0.0031,0.03811919504643963,0.0032352941176470584,0.0011326387590519062,0.004893719806763287,0.0017888393233991206,0.004503139013452916,0.0057750000000000015,0.0842857142857143,0.004622157434402333,0.00478,0.07640186915887849,0.005249999999999996,0.004234289640557986,0.009033678756476687,0.004387124699096607
1732283749,0.3881255904853437,0.900651595901592,0.19346612910562874,2.7686533375303792,0.2041926651480638,3.531562009644961,0.09255026369243916,2.2438286624343147,1.3250235198995874,0.4328728828176113,0.1441948932005304,94605312,50753536,10747904,42647552,43700224,16031744,34574336,10072064,44429312,3375104,7245824,0,3,5,9,4,3,18,3,4,4,4,2,6.733,10.667,0.533,34.733,0.6,5.467,5.533,0.667,65.443,8.467,3.067,0,0,0,0.0025156950672645738,0.0032666666666666664,0.043333333333333335,0.0029241982507288633,0.0031176470588235292,0.03811919504643963,0.0032352941176470584,0.0011326387590519062,0.004893719806763287,0.0017888393233991206,0.004503139013452916,0.0057750000000000015,0.0842857142857143,0.004622157434402333,0.004811764705882353,0.07640186915887849,0.005249999999999996,0.004234289640557986,0.009033678756476687,0.004387124699096607
1732283750,0.3881255904853437,0.900651595901592,0.19346612910562874,2.7691955115614624,0.2041926651480638,3.531562009644961,0.09255026369243916,2.2438286624343147,1.3250235198995874,0.4415707857224711,0.12654711178901823,94605312,50753536,10747904,42647552,43700224,16031744,34574336,10072064,44429312,3375104,7245824,0,3,5,9,4,3,18,3,4,4,4,2,6.733,10.667,0.533,34.733,0.6,5.467,5.533,0.667,65.443,8.467,3.067,0,0,0,0.0025156950672645738,0.0032666666666666664,0.043333333333333335,0.0029241982507288633,0.0031176470588235292,0.03811919504643963,0.0032352941176470584,0.0011326387590519062,0.004893719806763287,0.0017888393233991206,0.004503139013452916,0.0057750000000000015,0.0842857142857143,0.004622157434402333,0.004811764705882353,0.07640186915887849,0.005249999999999996,0.004234289640557986,0.009033678756476687,0.004387124699096607
1732283751,0.3881255904853437,0.900651595901592,0.19346612910562874,2.7691955115614624,0.2041926651480638,3.531562009644961,0.06007803531108369,2.2438286624343147,1.3250235198995874,0.4502686886273309,0.12654711178901823,94605312,50753536,10747904,42647552,43700224,16031744,34574336,10072064,44429312,3375104,7245824,0,3,5,9,4,3,18,3,4,4,4,2,6.733,10.667,0.533,34.733,0.6,5.467,5.533,0.667,65.443,8.467,3.067,0,0,0,0.0025156950672645738,0.0032666666666666664,0.043333333333333335,0.0029241982507288633,0.0031176470588235292,0.03811919504643963,0.0032352941176470584,0.0011326387590519062,0.004893719806763287,0.0017888393233991206,0.004503139013452916,0.0057750000000000015,0.0842857142857143,0.004622157434402333,0.004811764705882353,0.07640186915887849,0.005249999999999996,0.004234289640557986,0.009033678756476687,0.004387124699096607
1732283752,0.3881255904853437,0.900651595901592,0.11333635402187535,2.7691955115614624,0.2041926651480638,3.531562009644961,0.06007803531108369,2.2438286624343147,1.3250235198995874,0.5218741742915893,0.12654711178901823,94605312,50753536,10747904,42647552,43700224,16031744,34574336,10072064,44429312,3375104,7245824,0,3,5,9,4,3,18,3,4,4,4,2,6.733,10.667,0.533,34.733,0.6,5.467,5.533,0.667,65.443,8.467,3.267,0,0,0,0.0025156950672645738,0.0032666666666666664,0.043333333333333335,0.0029241982507288633,0.0031176470588235292,0.03811919504643963,0.0032352941176470584,0.0011326387590519062,0.004893719806763287,0.0018712871287128714,0.004503139013452916,0.0057750000000000015,0.0842857142857143,0.004622157434402333,0.004811764705882353,0.07640186915887849,0.005249999999999996,0.004234289640557986,0.009033678756476687,0.0044059405940594055
