time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1732280655,0.43070794590602346,1.70252037087724,0.14207376728890378,2.4399003577013643,0.2490377396119777,2.1621006642390053,0.052537092020821435,0.8563256924999864,1.1651185600796354,0.5239160720956336,0.10606963191012429,93184000,93863936,10981376,41758720,44146688,16031744,31457280,10231808,44347392,3510272,6672384,0,3,10,9,3,3,20,3,4,4,4,2,5.933,10,0.333,27.933,0.4,5.467,5.4,0.333,58.133,7.2,3.467,0,0,0,0.0028755555555555552,0.003240437158469945,0.03977272727272727,0.002983769161406673,0.003,0.0371415770609319,0.0031428571428571426,0.000493605063784205,0.004810126582278482,0.0013142857142857142,0.004589333333333334,0.0053571428571428555,0.06750000000000005,0.00466311992786294,0.0046,0.0695,0.004857142857142856,0.0042184435923731806,0.008975352112676057,0.004262857142857144
1732280656,0.43931269696298825,1.70252037087724,0.14207376728890378,2.4399003577013643,0.2490377396119777,2.1141075750943505,0.052537092020821435,0.8563256924999864,1.1651185600796354,0.5144371063552907,0.10606963191012429,93184000,93863936,10981376,41758720,44146688,16031744,31457280,10231808,44347392,3510272,6672384,0,3,10,9,3,3,20,3,4,4,4,2,5.933,10,0.333,27.933,0.4,5.467,5.4,0.4,58.133,7.2,3.467,0,0,0,0.0028755555555555552,0.003240437158469945,0.03977272727272727,0.002983769161406673,0.003,0.0371415770609319,0.0031818181818181815,0.000493605063784205,0.004810126582278482,0.0013142857142857142,0.004589333333333334,0.0053571428571428555,0.06750000000000005,0.00466311992786294,0.0046,0.0695,0.004927272727272728,0.0042184435923731806,0.008975352112676057,0.004262857142857144
1732280657,0.5162850634178912,1.70252037087724,0.14207376728890378,2.4399003577013643,0.2490377396119777,2.066114485949695,0.052537092020821435,0.8563256924999864,1.1328339853300515,0.5144371063552907,0.10606963191012429,93184000,93863936,10981376,41758720,44146688,16031744,31457280,10231808,44347392,3510272,6672384,0,3,10,9,3,3,20,3,4,4,4,2,5.933,10,0.333,27.933,0.4,5.467,5.4,0.4,58.133,7.2,3.467,0,0,0,0.0028755555555555552,0.003240437158469945,0.03977272727272727,0.002983769161406673,0.003,0.0371415770609319,0.0031818181818181815,0.000493605063784205,0.004810126582278482,0.0013142857142857142,0.004589333333333334,0.0053571428571428555,0.06750000000000005,0.00466311992786294,0.0046,0.0695,0.004927272727272728,0.0042184435923731806,0.008975352112676057,0.004262857142857144
1732280658,0.5162850634178912,1.70252037087724,0.14207376728890378,2.4399003577013643,0.2490377396119777,2.0181213968050398,0.061185011446242624,1.7016861672178074,1.1328339853300515,0.5144371063552907,0.10606963191012429,93184000,93863936,10981376,41758720,44146688,16031744,31002624,10174464,44347392,3510272,6672384,0,3,10,9,3,3,20,3,4,4,4,2,5.933,10,0.333,34.467,0.4,5.467,5.4,0.4,58.133,7.2,3.467,0,0,0,0.0028755555555555552,0.003240437158469945,0.03977272727272727,0.0029759450171821305,0.003,0.0371415770609319,0.0031818181818181815,0.000493605063784205,0.004810126582278482,0.0013142857142857142,0.004589333333333334,0.0053571428571428555,0.06750000000000005,0.004661168384879725,0.0046,0.0695,0.004927272727272728,0.0042184435923731806,0.008975352112676057,0.004262857142857144
1732280659,0.5162850634178912,1.70252037087724,0.14207376728890378,2.4399003577013643,0.2490377396119777,1.9701283076603844,0.061185011446242624,1.7016861672178074,1.1328339853300515,0.5144371063552907,0.10606963191012429,93184000,93863936,10981376,41758720,44146688,16031744,31002624,10174464,44347392,3510272,6672384,0,3,10,9,3,3,20,3,4,4,4,2,5.933,10,0.333,34.467,0.4,5.467,5.4,0.4,58.133,7.2,3.467,0,0,0,0.0028755555555555552,0.003240437158469945,0.03977272727272727,0.0029759450171821305,0.003,0.0371415770609319,0.0031818181818181815,0.000493605063784205,0.004810126582278482,0.0013142857142857142,0.004589333333333334,0.0053571428571428555,0.06750000000000005,0.004661168384879725,0.0046,0.0695,0.004927272727272728,0.0042184435923731806,0.008975352112676057,0.004262857142857144
1732280660,0.5162850634178912,1.70252037087724,0.09373698211455352,2.4399003577013643,0.2490377396119777,1.9221352185157292,0.061185011446242624,1.7016861672178074,1.1187281118154,0.5144371063552907,0.10606963191012429,93184000,93863936,10981376,41758720,44146688,16031744,31002624,10174464,44363776,3510272,6672384,0,3,10,9,3,3,20,3,4,4,4,2,5.933,10,0.333,34.467,0.4,5.467,5.4,0.4,58.133,7.2,3.467,0,0,0,0.0028755555555555552,0.003240437158469945,0.03977272727272727,0.0029759450171821305,0.003,0.0371415770609319,0.0031818181818181815,0.000493605063784205,0.004810126582278482,0.0013142857142857142,0.004589333333333334,0.0053571428571428555,0.06750000000000005,0.004661168384879725,0.0046,0.0695,0.004927272727272728,0.0042184435923731806,0.008975352112676057,0.004262857142857144
1732280661,0.5162850634178912,0.47966543333333317,0.09373698211455352,2.4399003577013643,0.2490377396119777,1.8741421293710738,0.061185011446242624,1.7016861672178074,1.1187281118154,0.5144371063552907,0.10606963191012429,93184000,93863936,10981376,41758720,44146688,16031744,31002624,10174464,44363776,3510272,6672384,0,3,10,9,3,3,20,3,4,4,4,2,5.933,10,0.333,34.467,0.4,5.467,5.4,0.4,58.133,7.2,3.467,0,0,0,0.0028755555555555552,0.003240437158469945,0.03977272727272727,0.0029759450171821305,0.003,0.0371415770609319,0.0031818181818181815,0.000493605063784205,0.004810126582278482,0.0013142857142857142,0.004589333333333334,0.0053571428571428555,0.06750000000000005,0.004661168384879725,0.0046,0.0695,0.004927272727272728,0.0042184435923731806,0.008975352112676057,0.004262857142857144
1732280662,0.5162850634178912,0.47966543333333317,0.09373698211455352,2.4399003577013643,0.23831084864392094,3.087196004063669,0.061185011446242624,1.7016861672178074,1.1187281118154,0.5144371063552907,0.10606963191012429,93184000,93863936,10981376,41758720,44146688,16252928,31002624,10174464,44363776,3510272,6672384,0,3,10,9,3,3,20,3,4,4,4,2,5.933,10,0.333,34.467,0.4,5.467,5.4,0.4,58.133,7.2,3.667,0,0,0,0.0028755555555555552,0.003240437158469945,0.03977272727272727,0.0029759450171821305,0.003,0.0371415770609319,0.0031818181818181815,0.000493605063784205,0.004810126582278482,0.0013333333333333335,0.004589333333333334,0.0053571428571428555,0.06750000000000005,0.004661168384879725,0.0046,0.0695,0.004927272727272728,0.0042184435923731806,0.008975352112676057,0.004266666666666668
1732280663,0.5162850634178912,0.7560961063357975,0.09373698211455352,2.4882042731931806,0.23831084864392094,3.087196004063669,0.061185011446242624,1.7016861672178074,1.1187281118154,0.5144371063552907,0.10606963191012429,93184000,94310400,10981376,41758720,44146688,16252928,31002624,10174464,44363776,3510272,6672384,0,3,10,9,3,3,20,3,4,4,4,2,6.067,10,0.333,34.467,0.4,5.933,5.4,0.4,58.133,7.2,3.667,0,0,0,0.0028684210526315787,0.003240437158469945,0.03977272727272727,0.0029759450171821305,0.003,0.03727436823104693,0.0031818181818181815,0.000493605063784205,0.004810126582278482,0.0013333333333333335,0.004587719298245614,0.0053571428571428555,0.06750000000000005,0.004661168384879725,0.0046,0.07144736842105262,0.004927272727272728,0.0042184435923731806,0.008975352112676057,0.004266666666666668
1732280664,0.5162850634178912,0.7748985037429829,0.09373698211455352,2.4882042731931806,0.23831084864392094,3.087196004063669,0.061185011446242624,1.7016861672178074,1.1187281118154,0.5144371063552908,0.10606963191012429,93184000,94310400,10981376,41758720,44146688,16252928,31002624,10174464,44363776,3510272,6672384,0,3,10,9,3,3,20,3,4,4,4,2,6.267,10.2,0.533,37.2,0.4,5.933,6.133,0.4,57.867,7.067,3.467,0,0,0,0.0028684210526315787,0.0032439024390243905,0.041666666666666664,0.002975942261427426,0.003,0.037407749077490775,0.0031818181818181815,0.0004881678091973721,0.004735849056603774,0.0014285714285714288,0.004587719298245614,0.005409090909090909,0.08,0.0046542101042502,0.0046,0.07394117647058825,0.004927272727272728,0.004203174015161796,0.008923913043478261,0.004285714285714287
